"","tractvec"
"193","000904"
"194","010308"
"195","010308"
"196","040506"
"197","000901"
"198","010109"
"199","040502"
"200","010109"
"201","020400"
"202","040505"
"203","010303"
"204","030106"
"205","040505"
"206","000801"
"207","010303"
"208","030300"
"209","000801"
"210","020500"
"211","010206"
"212","030300"
"213","010110"
"214","020700"
"215","000100"
"216","020400"
"217","000203"
"218","030400"
"219","010201"
"220","000204"
"221","040509"
"222","000501"
"223","020700"
"224","040502"
"225","000204"
"226","030111"
"227","030108"
"228","030108"
"229","010205"
"230","030108"
"231","030108"
"232","030108"
"233","030108"
"234","000901"
"235","000501"
"236","040502"
"237","000901"
"238","040505"
"239","010111"
"240","010110"
"241","010303"
"242","010111"
"243","000100"
"244","000904"
"245","040504"
"246","040504"
"247","000901"
"248","020400"
"249","030110"
"250","020500"
"251","030111"
"252","000903"
"253","001004"
"254","010201"
"255","010201"
"256","000802"
"257","020600"
"258","040505"
"259","010110"
"260","010306"
"261","010308"
"262","020500"
"263","000602"
"264","030110"
"265","010201"
"266","010306"
"267","040504"
"268","010308"
"269","040502"
"270","020700"
"271","030400"
"272","000300"
"273","010306"
"274","020300"
"275","001003"
"276","040501"
"277","040502"
"278","000100"
"279","000100"
"280","040506"
"281","030111"
"282","040505"
"283","040505"
"284","040800"
"285","010201"
"286","020500"
"287","040502"
"288","000602"
"289","000100"
"290","000904"
"291","040506"
"292","000203"
"293","010307"
"294","010303"
"295","040501"
"296","040501"
"297","000901"
"298","020600"
"299","000802"
"300","040504"
"301","000100"
"302","040506"
"303","000601"
"304","040502"
"305","001003"
"306","010201"
"307","020400"
"308","020500"
"309","020300"
"310","040507"
"311","020600"
"312","020500"
"313","010110"
"314","001003"
"315","000801"
"316","040506"
"317","000501"
"318","040504"
"319","000100"
"320","010205"
"321","000802"
"322","030109"
"323","030109"
"324","020600"
"325","040505"
"326","030111"
"327","020300"
"328","030109"
"329","010201"
"330","040507"
"331","010206"
"332","000802"
"333","040502"
"334","020600"
"335","040504"
"336","020500"
"337","030400"
"338","010201"
"339","000901"
"340","000400"
"341","000904"
"342","010205"
"343","010308"
"344","000801"
"345","040507"
"346","010206"
"347","010201"
"348","001003"
"349","000802"
"350","020300"
"351","000203"
"352","000100"
"353","040504"
"354","000400"
"355","010206"
"356","000203"
"357","030108"
"358","010201"
"359","000400"
"360","010303"
"361","000300"
"362","010303"
"363","040507"
"364","000602"
"365","000901"
"366","010206"
"367","040501"
"368","040502"
"369","010201"
"370","000904"
"371","010205"
"372","010306"
"373","010206"
"374","040505"
"375","010308"
"376","000801"
"377","040502"
"378","000602"
"379","000100"
"380","000501"
"381","001003"
"382","040504"
"383","040502"
"384","010308"
"385","040504"
"386","010205"
"387","030111"
"388","030111"
"389","020500"
"390","000901"
"391","040506"
"392","001004"
"393","010205"
"394","000901"
"395","010205"
"396","010205"
"397","010205"
"398","030108"
"399","010308"
"400","000904"
"401","030111"
"402","010303"
"403","030300"
"404","010205"
"405","010205"
"406","040507"
"407","040506"
"408","030111"
"409","030109"
"410","030109"
"411","040501"
"412","040505"
"413","010205"
"414","040506"
"415","010303"
"416","000901"
"417","010205"
"418","010109"
"419","040501"
"420","000801"
"421","000903"
"422","040504"
"423","010205"
"424","010205"
"425","001003"
"426","000501"
"427","010109"
"428","000801"
"429","010201"
"430","000903"
"431","010110"
"432","030108"
"433","020700"
"434","040506"
"435","030108"
"436","010201"
"437","020500"
"438","000400"
"439","000904"
"440","010201"
"441","030111"
"442","040507"
"443","040501"
"444","040501"
"445","030109"
"446","040501"
"447","040507"
"448","040501"
"449","001003"
"450","040501"
"451","040505"
"452","040505"
"453","030111"
"454","040505"
"455","040502"
"456","030111"
"457","000802"
"458","040501"
"459","040502"
"460","040504"
"461","040506"
"462","000901"
"463","000203"
"464","000400"
"465","040504"
"466","001003"
"467","000801"
"468","040509"
"469","040506"
"470","000400"
"471","001004"
"472","030108"
"473","000801"
"474","040504"
"475","000901"
"476","010303"
"477","030111"
"478","040504"
"479","040506"
"480","040507"
"481","001004"
"482","030108"
"483","020700"
"484","010109"
"485","010308"
"486","000100"
"487","000904"
"488","030109"
"489","020700"
"490","000400"
"491","020700"
"492","030108"
"493","040502"
"494","000602"
"495","020300"
"496","040504"
"497","010206"
"498","010205"
"499","001004"
"500","010201"
"501","010201"
"502","010109"
"503","030300"
"504","040504"
"505","010201"
"506","000904"
"507","030109"
"508","020600"
"509","040507"
"510","040504"
"511","030108"
"512","010109"
"513","000601"
"514","000901"
"515","030300"
"516","010205"
"517","010307"
"518","030400"
"519","030109"
"520","010201"
"521","020300"
"522","010201"
"523","000802"
"524","010109"
"525","010201"
"526","010110"
"527","010308"
"528","040501"
"529","040501"
"530","040501"
"531","040502"
"532","020500"
"533","010201"
"534","000901"
"535","040504"
"536","010303"
"537","040505"
"538","040800"
"539","010205"
"540","030300"
"541","000400"
"542","000204"
"543","000602"
"544","020500"
"545","010308"
"546","000400"
"547","030109"
"548","030108"
"549","000904"
"550","030108"
"551","000700"
"552","000204"
"553","000100"
"554","000904"
"555","000802"
"556","010307"
"557","020500"
"558","000203"
"559","010206"
"560","020700"
"561","030400"
"562","010201"
"563","040504"
"564","010107"
"565","040506"
"566","000802"
"567","040502"
"568","030300"
"569","040506"
"570","010206"
"571","040505"
"572","000802"
"573","040502"
"574","000204"
"575","040502"
"576","040502"
"577","030106"
"578","000203"
"579","040505"
"580","000501"
"581","001003"
"582","000802"
"583","030300"
"584","000903"
"585","030109"
"586","030300"
"587","010206"
"588","000602"
"589","000802"
"590","010303"
"591","020400"
"592","000903"
"593","010306"
"594","000602"
"595","010206"
"596","030109"
"597","020500"
"598","000802"
"599","040504"
"600","040502"
"601","001004"
"602","030108"
"603","010205"
"604","040507"
"605","000901"
"606","010201"
"607","010206"
"608","010205"
"609","001004"
"610","001004"
"611","000501"
"612","010111"
"613","030109"
"614","020700"
"615","000801"
"616","000100"
"617","000903"
"618","010306"
"619","020700"
"620","000400"
"621","000203"
"622","020300"
"623","000904"
"624","000904"
"625","010109"
"626","000901"
"627","000802"
"628","010205"
"629","010111"
"630","040505"
"631","000903"
"632","020500"
"633","000904"
"634","010206"
"635","020700"
"636","020600"
"637","000904"
"638","000602"
"639","010201"
"640","040506"
"641","030300"
"642","000801"
"643","030110"
"644","010308"
"645","030110"
"646","030110"
"647","000801"
"648","030110"
"649","030110"
"650","000100"
"651","000400"
"652","010201"
"653","000903"
"654","020700"
"655","040507"
"656","040505"
"657","030300"
"658","000802"
"659","030109"
"660","030300"
"661","040507"
"662","000802"
"663","010111"
"664","020500"
"665","030106"
"666","010109"
"667","010201"
"668","040509"
"669","040509"
"670","001003"
"671","000904"
"672","030108"
"673","000901"
"674","000100"
"675","040505"
"676","010206"
"677","001003"
"678","030109"
"679","000400"
"680","040700"
"681","010201"
"682","010201"
"683","040506"
"684","010106"
"685","000901"
"686","010109"
"687","040504"
"688","000300"
"689","020700"
"690","030300"
"691","000904"
"692","000903"
"693","020600"
"694","020600"
"695","000100"
"696","020600"
"697","020400"
"698","010110"
"699","000203"
"700","000904"
"701","040505"
"702","000100"
"703","010206"
"704","030300"
"705","000802"
"706","000203"
"707","010206"
"708","030109"
"709","010206"
"710","010303"
"711","020500"
"712","040506"
"713","000801"
"714","000903"
"715","000602"
"716","001004"
"717","000901"
"718","040501"
"719","000901"
"720","010206"
"721","000501"
"722","010303"
"723","010110"
"724","010110"
"725","040505"
"726","010205"
"727","000903"
"728","030109"
"729","010111"
"730","010110"
"731","000100"
"732","010110"
"733","000903"
"734","030108"
"735","000802"
"736","030109"
"737","040502"
"738","000904"
"739","000904"
"740","020600"
"741","040507"
"742","000100"
"743","000802"
"744","000901"
"745","000100"
"746","040502"
"747","000501"
"748","010308"
"749","030108"
"750","010206"
"751","010206"
"752","040505"
"753","000400"
"754","000502"
"755","000903"
"756","010201"
"757","040504"
"758","040504"
"759","000100"
"760","010308"
"761","010109"
"762","040505"
"763","000602"
"764","000903"
"765","010110"
"766","020600"
"767","000400"
"768","040504"
"769","020500"
"770","030111"
"771","000203"
"772","000901"
"773","010201"
"774","040501"
"775","000501"
"776","040506"
"777","000100"
"778","000904"
"779","030106"
"780","030300"
"781","000904"
"782","000602"
"783","040505"
"784","030108"
"785","010306"
"786","030300"
"787","020500"
"788","010206"
"789","000802"
"790","000203"
"791","040506"
"792","010109"
"793","000100"
"794","010206"
"795","040506"
"796","020300"
"797","000801"
"798","010111"
"799","040501"
"800","040501"
"801","040507"
"802","030400"
"803","020300"
"804","010206"
"805","040508"
"806","030109"
"807","000204"
"808","010111"
"809","000203"
"810","000501"
"811","040506"
"812","000501"
"813","030111"
"814","000100"
"815","000904"
"816","030106"
"817","010206"
"818","010303"
"819","010303"
"820","000903"
"821","030106"
"822","000400"
"823","000100"
"824","010201"
"825","000700"
"826","000501"
"827","020500"
"828","030400"
"829","010303"
"830","030300"
"831","000801"
"832","000802"
"833","010307"
"834","000501"
"835","010201"
"836","030108"
"837","030108"
"838","000400"
"839","030300"
"840","001003"
"841","000904"
"842","000901"
"843","010205"
"844","000501"
"845","010306"
"846","040502"
"847","040506"
"848","030108"
"849","040507"
"850","000400"
"851","010205"
"852","000100"
"853","030300"
"854","000901"
"855","001003"
"856","000903"
"857","030109"
"858","010306"
"859","010303"
"860","000901"
"861","030300"
"862","010308"
"863","000204"
"864","000100"
"865","010110"
"866","020700"
"867","040505"
"868","001003"
"869","000502"
"870","010109"
"871","040505"
"872","020400"
"873","010109"
"874","020600"
"875","000901"
"876","000100"
"877","030109"
"878","010109"
"879","030300"
"880","001004"
"881","030107"
"882","000502"
"883","030110"
"884","010308"
"885","020300"
"886","000802"
"887","040504"
"888","030109"
"889","010306"
"890","040505"
"891","020500"
"892","000502"
"893","020400"
"894","010306"
"895","000801"
"896","030108"
"897","040502"
"898","000501"
"899","030111"
"900","030107"
"901","010206"
"902","000802"
"903","000901"
"904","010303"
"905","010201"
"906","010307"
"907","040507"
"908","000203"
"909","040505"
"910","010110"
"911","010201"
"912","000802"
"913","000100"
"914","020600"
"915","040502"
"916","020400"
"917","030106"
"918","020500"
"919","010109"
"920","000400"
"921","001004"
"922","040505"
"923","000300"
"924","010206"
"925","020500"
"926","010205"
"927","040505"
"928","020700"
"929","030109"
"930","030111"
"931","020600"
"932","040507"
"933","010205"
"934","040505"
"935","000204"
"936","030109"
"937","000802"
"938","040506"
"939","040504"
"940","001003"
"941","001003"
"942","030111"
"943","000904"
"944","030400"
"945","030111"
"946","010206"
"947","000802"
"948","010109"
"949","020700"
"950","040800"
"951","020500"
"952","030300"
"953","030400"
"954","000501"
"955","010109"
"956","010303"
"957","030400"
"958","040505"
"959","040501"
"960","040504"
"961","030400"
"962","040506"
"963","001004"
"964","010308"
"965","040501"
"966","010206"
"967","000601"
"968","020300"
"969","010205"
"970","030111"
"971","030300"
"972","020500"
"973","030300"
"974","000602"
"975","030110"
"976","000100"
"977","040502"
"978","040504"
"979","040504"
"980","000501"
"981","010306"
"982","040502"
"983","040505"
"984","030108"
"985","030300"
"986","000904"
"987","030110"
"988","010109"
"989","000904"
"990","000501"
"991","000203"
"992","020300"
"993","040507"
"994","000802"
"995","000901"
"996","020500"
"997","000204"
"998","030300"
"999","020700"
"1000","030106"
"1001","000904"
"1002","010201"
"1003","030109"
"1004","010303"
"1005","030110"
"1006","000802"
"1007","000400"
"1008","030108"
"1009","010206"
"1010","030400"
"1011","010110"
"1012","010308"
"1013","010306"
"1014","010303"
"1015","030400"
"1016","040501"
"1017","020500"
"1018","010205"
"1019","020500"
"1020","010111"
"1021","010206"
"1022","001004"
"1023","000904"
"1024","000400"
"1025","040506"
"1026","020600"
"1027","040505"
"1028","001004"
"1029","040502"
"1030","000904"
"1031","000400"
"1032","040505"
"1033","010109"
"1034","000100"
"1035","010201"
"1036","040502"
"1037","000501"
"1038","000204"
"1039","010106"
"1040","030107"
"1041","020700"
"1042","000901"
"1043","010109"
"1044","030110"
"1045","000100"
"1046","000802"
"1047","000501"
"1048","010110"
"1049","040505"
"1050","000801"
"1051","010308"
"1052","000501"
"1053","010110"
"1054","010109"
"1055","040505"
"1056","010307"
"1057","001004"
"1058","030106"
"1059","010303"
"1060","010308"
"1061","020500"
"1062","000501"
"1063","040503"
"1064","020500"
"1065","010303"
"1066","010303"
"1067","001004"
"1068","010205"
"1069","020500"
"1070","040505"
"1071","040505"
"1072","040800"
"1073","010109"
"1074","030300"
"1075","010109"
"1076","010109"
"1077","030110"
"1078","010110"
"1079","010308"
"1080","000502"
"1081","030110"
"1082","010109"
"1083","010308"
"1084","040507"
"1085","010206"
"1086","000400"
"1087","020300"
"1088","010306"
"1089","000501"
"1090","010206"
"1091","000904"
"1092","010307"
"1093","010308"
"1094","040501"
"1095","000903"
"1096","000904"
"1097","040504"
"1098","001003"
"1099","000801"
"1100","000501"
"1101","030109"
"1102","000204"
"1103","010109"
"1104","010109"
"1105","010201"
"1106","040509"
"1107","030300"
"1108","001003"
"1109","010110"
"1110","040505"
"1111","020300"
"1112","040504"
"1113","001003"
"1114","020700"
"1115","020700"
"1116","010306"
"1117","020300"
"1118","030109"
"1119","000802"
"1120","001003"
"1121","010201"
"1122","010303"
"1123","000903"
"1124","040507"
"1125","020600"
"1126","010308"
"1127","020400"
"1128","010201"
"1129","000903"
"1130","000204"
"1131","010109"
"1132","001004"
"1133","000904"
"1134","010307"
"1135","030400"
"1136","030109"
"1137","010308"
"1138","000300"
"1139","000801"
"1140","020600"
"1141","010205"
"1142","010109"
"1143","010306"
"1144","000904"
"1145","020600"
"1146","000802"
"1147","010206"
"1148","010201"
"1149","030106"
"1150","020300"
"1151","010306"
"1152","040502"
"1153","040502"
"1154","040505"
"1155","010109"
"1156","001004"
"1157","030111"
"1158","000400"
"1159","000901"
"1160","010109"
"1161","020600"
"1162","030109"
"1163","001004"
"1164","000602"
"1165","040504"
"1166","010206"
"1167","010303"
"1168","030400"
"1169","030300"
"1170","040505"
"1171","000901"
"1172","000400"
"1173","000300"
"1174","010206"
"1175","030400"
"1176","001003"
"1177","020600"
"1178","000802"
"1179","000904"
"1180","000100"
"1181","000901"
"1182","010206"
"1183","000802"
"1184","030109"
"1185","000904"
"1186","020500"
"1187","001004"
"1188","020400"
"1189","010110"
"1190","000801"
"1191","010308"
"1192","001003"
"1193","030108"
"1194","010201"
"1195","020500"
"1196","030111"
"1197","000501"
"1198","010303"
"1199","040504"
"1200","010308"
"1201","010306"
"1202","030109"
"1203","010303"
"1204","040505"
"1205","000100"
"1206","010206"
"1207","040504"
"1208","020700"
"1209","040506"
"1210","010206"
"1211","000502"
"1212","000203"
"1213","030111"
"1214","000204"
"1215","030110"
"1216","001003"
"1217","000100"
"1218","040508"
"1219","000204"
"1220","030109"
"1221","000400"
"1222","020400"
"1223","040507"
"1224","020500"
"1225","040504"
"1226","040504"
"1227","040501"
"1228","040501"
"1229","030110"
"1230","001004"
"1231","000802"
"1232","030300"
"1233","030109"
"1234","040507"
"1235","010109"
"1236","010109"
"1237","010303"
"1238","040501"
"1239","030110"
"1240","000904"
"1241","000501"
"1242","040505"
"1243","040504"
"1244","010303"
"1245","010303"
"1246","000901"
"1247","000802"
"1248","030109"
"1249","010109"
"1250","000801"
"1251","030400"
"1252","020300"
"1253","010109"
"1254","000502"
"1255","030400"
"1256","040509"
"1257","000100"
"1258","040509"
"1259","010206"
"1260","000901"
"1261","000901"
"1262","020600"
"1263","000400"
"1264","010109"
"1265","030300"
"1266","040509"
"1267","000802"
"1268","010303"
"1269","010109"
"1270","010308"
"1271","010306"
"1272","000801"
"1273","040504"
"1274","030110"
"1275","010307"
"1276","010306"
"1277","020600"
"1278","000801"
"1279","000802"
"1280","010303"
"1281","040507"
"1282","020500"
"1283","010308"
"1284","000501"
"1285","010303"
"1286","030108"
"1287","010307"
"1288","030110"
"1289","030110"
"1290","030110"
"1291","030110"
"1292","030110"
"1293","030110"
"1294","000501"
"1295","000801"
"1296","020600"
"1297","000901"
"1298","030109"
"1299","000400"
"1300","040504"
"1301","010205"
"1302","040800"
"1303","000400"
"1304","040505"
"1305","040505"
"1306","030110"
"1307","010206"
"1308","040505"
"1309","000400"
"1310","000802"
"1311","040505"
"1312","040505"
"1313","040505"
"1314","030300"
"1315","010303"
"1316","000100"
"1317","010201"
"1318","010308"
"1319","000100"
"1320","030110"
"1321","010205"
"1322","000802"
"1323","000802"
"1324","020500"
"1325","040507"
"1326","010109"
"1327","000501"
"1328","020700"
"1329","000601"
"1330","000901"
"1331","010206"
"1332","030300"
"1333","000502"
"1334","001004"
"1335","020300"
"1336","040501"
"1337","010205"
"1338","010303"
"1339","040502"
"1340","010205"
"1341","030109"
"1342","010109"
"1343","040505"
"1344","040505"
"1345","040505"
"1346","010109"
"1347","040502"
"1348","040504"
"1349","010306"
"1350","030109"
"1351","010109"
"1352","040506"
"1353","040501"
"1354","010206"
"1355","000501"
"1356","040505"
"1357","040505"
"1358","040505"
"1359","030109"
"1360","040505"
"1361","040505"
"1362","030109"
"1363","040509"
"1364","010201"
"1365","030110"
"1366","040505"
"1367","000601"
"1368","010205"
"1369","040700"
"1370","020500"
"1371","020600"
"1372","040507"
"1373","000802"
"1374","010308"
"1375","000903"
"1376","010110"
"1377","010109"
"1378","010111"
"1379","001003"
"1380","010307"
"1381","040505"
"1382","020700"
"1383","000300"
"1384","040502"
"1385","000903"
"1386","010306"
"1387","010109"
"1388","030106"
"1389","000204"
"1390","001004"
"1391","010109"
"1392","010307"
"1393","020500"
"1394","010205"
"1395","010201"
"1396","000400"
"1397","000903"
"1398","010109"
"1399","040509"
"1400","020300"
"1401","010110"
"1402","000802"
"1403","040505"
"1404","001003"
"1405","000100"
"1406","020300"
"1407","000501"
"1408","010109"
"1409","010205"
"1410","020700"
"1411","000901"
"1412","000203"
"1413","000501"
"1414","030400"
"1415","010303"
"1416","000204"
"1417","030300"
"1418","030300"
"1419","000400"
"1420","020400"
"1421","030300"
"1422","010205"
"1423","030300"
"1424","000203"
"1425","000502"
"1426","000400"
"1427","001003"
"1428","000400"
"1429","020500"
"1430","030111"
"1431","040505"
"1432","030109"
"1433","000501"
"1434","020500"
"1435","000802"
"1436","010201"
"1437","040502"
"1438","000100"
"1439","010303"
"1440","010303"
"1441","000904"
"1442","030108"
"1443","000501"
"1444","040502"
"1445","040800"
"1446","000502"
"1447","030400"
"1448","000802"
"1449","001003"
"1450","020500"
"1451","000400"
"1452","020700"
"1453","010308"
"1454","010308"
"1455","010111"
"1456","000400"
"1457","000802"
"1458","000100"
"1459","010201"
"1460","040505"
"1461","030106"
"1462","030106"
"1463","030106"
"1464","040505"
"1465","040505"
"1466","000501"
"1467","010201"
"1468","020300"
"1469","000903"
"1470","010307"
"1471","010205"
"1472","030109"
"1473","030111"
"1474","040509"
"1475","000903"
"1476","030110"
"1477","040504"
"1478","030111"
"1479","000203"
"1480","020500"
"1481","020600"
"1482","010303"
"1483","000400"
"1484","030300"
"1485","020600"
"1486","001003"
"1487","010303"
"1488","010303"
"1489","000801"
"1490","030106"
"1491","000601"
"1492","010201"
"1493","010306"
"1494","000100"
"1495","010303"
"1496","040502"
"1497","010308"
"1498","040502"
"1499","020300"
"1500","000601"
"1501","001003"
"1502","000901"
"1503","000602"
"1504","010205"
"1505","001003"
"1506","001004"
"1507","020500"
"1508","040505"
"1509","020300"
"1510","000400"
"1511","020500"
"1512","010205"
"1513","010201"
"1514","020600"
"1515","000203"
"1516","030109"
"1517","020700"
"1518","001003"
"1519","040504"
"1520","010201"
"1521","010201"
"1522","000204"
"1523","020300"
"1524","000901"
"1525","040507"
"1526","040504"
"1527","000400"
"1528","000901"
"1529","020300"
"1530","000501"
"1531","020500"
"1532","000903"
"1533","030106"
"1534","020600"
"1535","040505"
"1536","040505"
"1537","010109"
"1538","000904"
"1539","040504"
"1540","040502"
"1541","040504"
"1542","000801"
"1543","001003"
"1544","001003"
"1545","030109"
"1546","000501"
"1547","040506"
"1548","001004"
"1549","010303"
"1550","040501"
"1551","010303"
"1552","000802"
"1553","030109"
"1554","010308"
"1555","040505"
"1556","030109"
"1557","040501"
"1558","000203"
"1559","030110"
"1560","040504"
"1561","020300"
"1562","001004"
"1563","020300"
"1564","010205"
"1565","010308"
"1566","030108"
"1567","010206"
"1568","030108"
"1569","000204"
"1570","040509"
"1571","000802"
"1572","040501"
"1573","000904"
"1574","030300"
"1575","010111"
"1576","000203"
"1577","000203"
"1578","000204"
"1579","000802"
"1580","000801"
"1581","010303"
"1582","030109"
"1583","040506"
"1584","010307"
"1585","000100"
"1586","010308"
"1587","020500"
"1588","040505"
"1589","040505"
"1590","020600"
"1591","000901"
"1592","000801"
"1593","001004"
"1594","000901"
"1595","000400"
"1596","010201"
"1597","040505"
"1598","040504"
"1599","000802"
"1600","030300"
"1601","040504"
"1602","020300"
"1603","040505"
"1604","010201"
"1605","030109"
"1606","000400"
"1607","030111"
"1608","010308"
"1609","010303"
"1610","001003"
"1611","020500"
"1612","000502"
"1613","000100"
"1614","010201"
"1615","030109"
"1616","030106"
"1617","040507"
"1618","040504"
"1619","000203"
"1620","000903"
"1621","010201"
"1622","040504"
"1623","040504"
"1624","040504"
"1625","000501"
"1626","030400"
"1627","030109"
"1628","040501"
"1629","010109"
"1630","030300"
"1631","040502"
"1632","030300"
"1633","040507"
"1634","010109"
"1635","010205"
"1636","040502"
"1637","040504"
"1638","030106"
"1639","000400"
"1640","010201"
"1641","000802"
"1642","030109"
"1643","000903"
"1644","000501"
"1645","040502"
"1646","040505"
"1647","010306"
"1648","040507"
"1649","040507"
"1650","040505"
"1651","040505"
"1652","020500"
"1653","010307"
"1654","040502"
"1655","010205"
"1656","030400"
"1657","010206"
"1658","040501"
"1659","040501"
"1660","040504"
"1661","040502"
"1662","000300"
"1663","030106"
"1664","010205"
"1665","040504"
"1666","010205"
"1667","010110"
"1668","040504"
"1669","040501"
"1670","040501"
"1671","010201"
"1672","040502"
"1673","010205"
"1674","010205"
"1675","010205"
"1676","010205"
"1677","030108"
"1678","040504"
"1679","030300"
"1680","000100"
"1681","000100"
"1682","000100"
"1683","000100"
"1684","030110"
"1685","040506"
"1686","010110"
"1687","010205"
"1688","010308"
"1689","010306"
"1690","020300"
"1691","010201"
"1692","040507"
"1693","040505"
"1694","030109"
"1695","040506"
"1696","040506"
"1697","040506"
"1698","040502"
"1699","010303"
"1700","010308"
"1701","010206"
"1702","000501"
"1703","040502"
"1704","040502"
"1705","000100"
"1706","030108"
"1707","030108"
"1708","020500"
"1709","030109"
"1710","020700"
"1711","000400"
"1712","010201"
"1713","000901"
"1714","020600"
"1715","010205"
"1716","030110"
"1717","000400"
"1718","010205"
"1719","040502"
"1720","010206"
"1721","010308"
"1722","040501"
"1723","030110"
"1724","010201"
"1725","010307"
"1726","040509"
"1727","010303"
"1728","030108"
"1729","030108"
"1730","030108"
"1731","030108"
"1732","040501"
"1733","040501"
"1734","040501"
"1735","040501"
"1736","040501"
"1737","040504"
"1738","040504"
"1739","030400"
"1740","040505"
"1741","040505"
"1742","040505"
"1743","001004"
"1744","010206"
"1745","040505"
"1746","001004"
"1747","040502"
"1748","020600"
"1749","040502"
"1750","030106"
"1751","030109"
"1752","010206"
"1753","040502"
"1754","020700"
"1755","000100"
"1756","030400"
"1757","000802"
"1758","000802"
"1759","000400"
"1760","010303"
"1761","030110"
"1762","000602"
"1763","000400"
"1764","020500"
"1765","000802"
"1766","040504"
"1767","040504"
"1768","010110"
"1769","040502"
"1770","010307"
"1771","040505"
"1772","040505"
"1773","030110"
"1774","030110"
"1775","030110"
"1776","030110"
"1777","040504"
"1778","040507"
"1779","000901"
"1780","000904"
"1781","000802"
"1782","000300"
"1783","020600"
"1784","010201"
"1785","010307"
"1786","001003"
"1787","000100"
"1788","020500"
"1789","010308"
"1790","030110"
"1791","000100"
"1792","010205"
"1793","020500"
"1794","030110"
"1795","040506"
"1796","010109"
"1797","040505"
"1798","010205"
"1799","030108"
"1800","000602"
"1801","040502"
"1802","030108"
"1803","020600"
"1804","030108"
"1805","030300"
"1806","010206"
"1807","010303"
"1808","010308"
"1809","030110"
"1810","030110"
"1811","020500"
"1812","000400"
"1813","000300"
"1814","040502"
"1815","040502"
"1816","000203"
"1817","030300"
"1818","010201"
"1819","030300"
"1820","040502"
"1821","010201"
"1822","040504"
"1823","000802"
"1824","020500"
"1825","000100"
"1826","010109"
"1827","010308"
"1828","040501"
"1829","040505"
"1830","040505"
"1831","040505"
"1832","000400"
"1833","040506"
"1834","040505"
"1835","030400"
"1836","001004"
"1837","010306"
"1838","010206"
"1839","010205"
"1840","040504"
"1841","010111"
"1842","010206"
"1843","000904"
"1844","001003"
"1845","001004"
"1846","000100"
"1847","010201"
"1848","020500"
"1849","000502"
"1850","040502"
"1851","040502"
"1852","010303"
"1853","000904"
"1854","030111"
"1855","000501"
"1856","020300"
"1857","020500"
"1858","010109"
"1859","010306"
"1860","000300"
"1861","000602"
"1862","030106"
"1863","010306"
"1864","010308"
"1865","010308"
"1866","000801"
"1867","010306"
"1868","010205"
"1869","010205"
"1870","010205"
"1871","010306"
"1872","010303"
