,tractvec
2664,1003
2665,40509
2666,501
2667,40700
2668,40505
2669,10111
2670,502
2671,300
2672,300
2673,40509
2674,300
2675,40504
2676,40509
2677,40505
2678,40501
2679,40504
2680,40509
2681,40509
2682,40509
2683,1003
2684,40509
2685,802
2686,100
2687,40509
2688,204
2689,10306
2690,40509
2691,40501
2692,10306
2693,40504
2694,10106
2695,901
2696,100
2697,300
2698,40509
2699,904
2700,203
2701,502
2702,700
2703,40505
2704,40501
2705,1003
2706,1003
2707,10303
2708,700
2709,501
2710,40506
2711,40509
2712,903
2713,300
2714,40504
2715,40504
2716,40504
2717,904
2718,700
2719,501
2720,904
2721,901
2722,40501
2723,40509
2724,100
2725,903
2726,700
2727,203
2728,904
2729,901
2730,901
2731,100
2732,10306
2733,802
2734,40506
2735,1004
2736,40504
2737,40501
2738,400
2739,40505
2740,40509
2741,40504
2742,204
2743,802
2744,40501
2745,40509
2746,602
2747,801
2748,502
2749,801
2750,801
2751,40501
2752,901
2753,40509
2754,40509
2755,40509
2756,901
2757,10303
2758,10308
2759,802
2760,802
2761,10303
2762,10303
2763,901
2764,1004
2765,40505
2766,40505
2767,40504
2768,10303
2769,802
2770,10303
2771,40504
2772,1004
2773,901
2774,802
2775,40509
2776,901
2777,901
2778,100
2779,901
2780,40504
2781,40501
2782,40504
2783,40509
2784,100
2785,203
2786,10303
2787,904
2788,502
2789,400
2790,903
2791,10303
2792,40506
2793,602
2794,40509
2795,40509
2796,904
2797,40509
2798,40509
2799,40509
2800,802
2801,501
2802,802
2803,40505
2804,10308
2805,40501
2806,801
2807,802
2808,40505
2809,10303
2810,10109
2811,204
2812,203
2813,400
2814,40509
2815,400
2816,40509
2817,10308
2818,40509
2819,40700
2820,40505
2821,40509
2822,300
2823,901
2824,40504
2825,802
2826,1003
2827,10308
2828,40509
2829,40504
2830,40509
2831,10109
2832,40505
2833,904
2834,10306
2835,801
2836,904
2837,40509
2838,40501
2839,802
2840,204
2841,40505
2842,10308
2843,10308
2844,10303
2845,10308
2846,903
2847,1003
2848,904
2849,502
2850,802
2851,100
2852,40501
2853,100
2854,1004
2855,40509
2856,203
2857,901
2858,40505
2859,10107
2860,10308
2861,40505
2862,10306
2863,1004
2864,40505
2865,10308
2866,203
2867,904
2868,40506
2869,40506
2870,40504
2871,40504
2872,802
2873,40504
2874,100
2875,40506
2876,40504
2877,40506
2878,1003
2879,802
2880,501
2881,1004
2882,10303
2883,40501
2884,802
2885,40509
2886,1004
2887,400
2888,904
2889,40506
2890,40509
2891,901
2892,400
2893,40504
2894,40509
2895,40509
2896,10307
2897,40506
2898,40504
2899,802
2900,10303
2901,40505
2902,40501
2903,10308
2904,40505
2905,40501
2906,40501
2907,501
2908,40506
2909,1004
2910,40509
2911,501
2912,901
2913,204
2914,40501
2915,10303
2916,40506
2917,40505
2918,40505
2919,40505
2920,400
2921,40501
2922,802
2923,40505
2924,10308
2925,100
2926,40504
2927,802
2928,40509
2929,801
2930,40509
2931,40509
2932,10307
2933,40501
2934,40509
2935,10307
2936,1004
2937,40506
2938,10109
2939,10307
2940,602
2941,601
2942,100
2943,300
2944,901
2945,1004
2946,40509
2947,602
2948,10303
2949,40505
2950,40506
2951,1003
2952,10306
2953,40504
2954,100
2955,10306
2956,100
2957,1003
2958,40506
2959,40509
2960,40509
2961,203
2962,40504
2963,1004
2964,40506
2965,1003
2966,903
2967,10306
2968,802
2969,100
2970,501
2971,1003
2972,501
2973,10306
2974,204
2975,10303
2976,40509
2977,10307
2978,100
2979,40505
2980,1004
2981,501
2982,802
2983,400
2984,904
2985,100
2986,1004
2987,901
2988,100
2989,40700
2990,100
2991,40501
2992,904
2993,400
2994,40509
2995,203
2996,100
2997,901
2998,204
2999,501
3000,100
3001,40509
3002,901
3003,10303
3004,801
3005,400
3006,40509
3007,10307
3008,400
3009,802
3010,501
3011,40504
3012,501
3013,40506
3014,10303
3015,10307
3016,10307
3017,40509
3018,1004
3019,10307
3020,1003
3021,601
3022,901
3023,10303
3024,40509
3025,901
3026,400
3027,40509
3028,40509
3029,901
3030,40501
3031,40504
3032,40509
3033,40509
3034,10303
3035,40509
3036,10307
3037,40509
3038,901
3039,300
3040,40501
3041,1004
3042,10303
3043,801
3044,40501
3045,40509
3046,904
3047,10303
3048,10306
3049,904
3050,204
3051,10303
3052,904
3053,40509
3054,501
3055,502
3056,501
3057,100
3058,203
3059,502
3060,204
3061,40509
3062,40509
3063,40501
3064,40509
3065,40505
3066,40505
3067,904
3068,601
3069,904
3070,40506
3071,40505
3072,801
3073,40509
3074,802
3075,40505
3076,40505
3077,100
3078,40504
3079,10303
3080,801
3081,40509
3082,801
3083,10308
3084,40505
3085,1004
3086,901
3087,802
3088,602
3089,904
3090,40509
3091,40501
3092,502
3093,10303
3094,40501
3095,30110
3096,30111
3097,20500
3098,30110
3099,30110
3100,20300
3101,20500
3102,30109
3103,30108
3104,30109
3105,30109
3106,30110
3107,30300
3108,30108
3109,30111
3110,20300
3111,30106
3112,30109
3113,20500
3114,30106
3115,30108
3116,30110
3117,30107
3118,20500
3119,20300
3120,20500
3121,20500
3122,30108
3123,20500
3124,20700
3125,30400
3126,20500
3127,30108
3128,30108
3129,20600
3130,20300
3131,30106
3132,30108
3133,30110
3134,20300
3135,30400
3136,30300
3137,30110
3138,30111
3139,30110
3140,30109
3141,20500
3142,30300
3143,20300
3144,20300
3145,20500
3146,20700
3147,30106
3148,20700
3149,20300
3150,20500
3151,30300
3152,30108
3153,30300
3154,30110
3155,20400
3156,20400
3157,20500
3158,30109
3159,30109
3160,30109
3161,30109
3162,30108
3163,20600
3164,30109
3165,20500
3166,20300
3167,20600
3168,30400
3169,30108
3170,20500
3171,30109
3172,20600
3173,20500
3174,20500
3175,30110
3176,30109
3177,20700
3178,30300
3179,30111
3180,30110
3181,30110
3182,30110
3183,30106
3184,20500
3185,30108
3186,30110
3187,20300
3188,20400
3189,30300
3190,30111
3191,30111
3192,20600
3193,30110
3194,30300
3195,30400
3196,20500
3197,20700
3198,30400
3199,20300
3200,30108
3201,30300
3202,20300
3203,20500
3204,20500
3205,30111
3206,30109
3207,30110
3208,30300
3209,30109
3210,20600
3211,20500
3212,30106
3213,20500
3214,30107
3215,20300
3216,30109
3217,20600
3218,30109
3219,30111
3220,30110
3221,30108
3222,30108
3223,30110
3224,30300
3225,30109
3226,20500
3227,30109
3228,30110
3229,30400
3230,20500
3231,30110
3232,30400
3233,30108
3234,30108
3235,30109
3236,20600
3237,20400
3238,30300
3239,30300
3240,20700
3241,20700
3242,30300
3243,20700
3244,30111
3245,20700
3246,30108
3247,30300
3248,30111
3249,30110
3250,30109
3251,20500
3252,30300
3253,20500
3254,30110
3255,30400
3256,30111
3257,20500
3258,30110
3259,30110
3260,20500
3261,30300
3262,30109
3263,20600
3264,30106
3265,30109
3266,30110
3267,30400
3268,30109
3269,20400
3270,20300
3271,30300
3272,20500
3273,30110
3274,20700
3275,20500
3276,30110
3277,20600
3278,30108
3279,30300
3280,30109
3281,20500
3282,30109
3283,30400
3284,30108
3285,20300
3286,20600
3287,20700
3288,30110
3289,30108
3290,20400
3291,20500
3292,20500
3293,20700
3294,20700
3295,20600
3296,30110
3297,30400
3298,30300
3299,30111
3300,30110
3301,30110
3302,30300
3303,20500
3304,30109
3305,30400
3306,30300
3307,20600
3308,20600
3309,20700
3310,20400
3311,20600
3312,30106
3313,20300
3314,30400
3315,30110
3316,20500
3317,20700
3318,20700
3319,30300
3320,30110
3321,30108
3322,30400
3323,30110
3324,20500
3325,20600
3326,20600
3327,20500
3328,30110
3329,30300
3330,30400
3331,20600
3332,30300
3333,30300
3334,30111
3335,30108
3336,30111
3337,20700
3338,30400
3339,20500
3340,20300
3341,30108
3342,30108
3343,30300
3344,20600
3345,30300
3346,20400
3347,30109
3348,30400
3349,30108
3350,20300
3351,20500
3352,30300
3353,30109
3354,20500
3355,20500
3356,30108
3357,30106
3358,20500
3359,20500
3360,20400
3361,20700
3362,30109
3363,30109
3364,30111
3365,20500
3366,30300
3367,20500
3368,30110
3369,20700
3370,20700
3371,20700
3372,20600
3373,20500
3374,20500
3375,20300
3376,30300
3377,20700
3378,30300
3379,20700
3380,20700
3381,30111
3382,30400
3383,30109
3384,20500
3385,30108
3386,20500
3387,20700
3388,30109
3389,30109
3390,30300
3391,20700
3392,20500
3393,20500
3394,20300
3395,30109
3396,20500
3397,30109
3398,20700
3399,20600
3400,20600
3401,30109
3402,30110
3403,20600
3404,20300
3405,20500
3406,30110
3407,20300
3408,20500
3409,30106
3410,20600
3411,20700
3412,30300
3413,30300
3414,30108
3415,20500
3416,30106
3417,30108
3418,20700
3419,30109
3420,30108
3421,30108
3422,20600
3423,20700
3424,20500
3425,30110
3426,30106
3427,30300
3428,20300
3429,20300
3430,20600
3431,20700
3432,30108
3433,20500
3434,30400
3435,30110
3436,20500
3437,30300
3438,30300
3439,30400
3440,30108
3441,30400
3442,30109
3443,30110
3444,30111
3445,20700
3446,20700
3447,20400
3448,30109
3449,30111
3450,20600
3451,20600
3452,30400
3453,30400
3454,30109
3455,30110
3456,30400
3457,20700
3458,30300
3459,30300
3460,20600
3461,20500
3462,20600
3463,30110
3464,30110
3465,30300
3466,30108
3467,30111
3468,30300
3469,20500
3470,20500
3471,30110
3472,20600
3473,30109
3474,30110
3475,30400
3476,30400
3477,30110
3478,20600
3479,30400
3480,30108
3481,30109
3482,30300
3483,20400
3484,20600
3485,30400
3486,30300
3487,20700
3488,30110
3489,30110
3490,20500
3491,30108
3492,20500
3493,30110
3494,20300
3495,30110
3496,20500
3497,30110
3498,30300
3499,20500
3500,20300
3501,20300
3502,20500
3503,20400
3504,30109
3505,30111
3506,20500
3507,20500
3508,30110
3509,20700
3510,20300
3511,20400
3512,30111
3513,30108
3514,30400
3515,30108
3516,20300
3517,20500
3518,30110
3519,30300
3520,20500
3521,30300
3522,30106
3523,30300
3524,30400
3525,30110
3526,30300
3527,30108
3528,30109
3529,30110
3530,30110
3531,30109
3532,30109
3533,20700
3534,30400
3535,30110
3536,30109
3537,30109
3538,30110
3539,20500
3540,30111
3541,30111
3542,30400
3543,30300
3544,30109
3545,20500
3546,20600
3547,30111
3548,30108
3549,30110
3550,30109
3551,30106
3552,20400
3553,30108
3554,30300
3555,30300
3556,30109
3557,30109
3558,20600
3559,20700
3560,30109
3561,30109
3562,30400
3563,30109
3564,30110
3565,30110
3566,20500
3567,30109
3568,30109
3569,30110
3570,30111
3571,30110
3572,20300
3573,20600
3574,30110
3575,30110
3576,20500
3577,30109
3578,20600
3579,30110
3580,30111
3581,30110
3582,20600
3583,30300
3584,20500
3585,30109
3586,20600
3587,30109
3588,30109
3589,20500
3590,30109
3591,20500
3592,30106
3593,30400
3594,30106
3595,20500
3596,30110
3597,30109
3598,30110
3599,20500
3600,20700
3601,30109
3602,20700
3603,30400
3604,30108
3605,30110
3606,30108
3607,20400
3608,20500
3609,30110
3610,30110
3611,20300
3612,20600
3613,30111
3614,30109
3615,30111
3616,30108
3617,30108
3618,30400
3619,30400
3620,30106
3621,20500
3622,20300
3623,30109
3624,30109
3625,30108
3626,20600
3627,30108
3628,30110
3629,20600
3630,30108
3631,20500
3632,30111
3633,20300
3634,30111
3635,30108
3636,30111
3637,30109
3638,30109
3639,30111
3640,20600
3641,30109
3642,30300
3643,30400
3644,30111
3645,30108
3646,30110
3647,20500
3648,20500
3649,20500
3650,20500
3651,30109
3652,20700
3653,30109
3654,20700
3655,30300
3656,20300
3657,20500
3658,30111
3659,30110
3660,30400
3661,30109
3662,30107
3663,20600
3664,30108
3665,30108
3666,20400
3667,30109
3668,30109
3669,20300
3670,20500
3671,30300
3672,20500
3673,30111
3674,30110
3675,30111
3676,30300
3677,30109
3678,20500
3679,30108
3680,20500
3681,20300
3682,30109
3683,20300
3684,30400
3685,20600
3686,30110
3687,30300
3688,30111
3689,20700
3690,20500
3691,20600
3692,20600
3693,30110
3694,30110
3695,20500
3696,30300
3697,30300
3698,30108
3699,30110
3700,20500
3701,20500
3702,30111
3703,20600
3704,30108
3705,20700
3706,30109
3707,30109
3708,20500
3709,30106
3710,30400
3711,30109
3712,20500
3713,30109
3714,30300
3715,30108
3716,20500
3717,30300
3718,30109
3719,30300
3720,20500
3721,30111
3722,30108
3723,20600
3724,20600
3725,20700
3726,20400
3727,30110
3728,20500
3729,20700
3730,20600
3731,30400
3732,30300
3733,30108
3734,30110
3735,20500
3736,30110
3737,20400
3738,20400
3739,30300
3740,30300
3741,30108
3742,20600
3743,30109
3744,20600
3745,30110
3746,20700
3747,30110
3748,30110
3749,30110
3750,20600
3751,30108
3752,30108
3753,30108
3754,30400
3755,20500
3756,30111
3757,30106
3758,20500
3759,30400
3760,30108
3761,30400
3762,20500
3763,30108
3764,30400
3765,30300
3766,30108
3767,30110
3768,30109
3769,30110
3770,30110
3771,30110
3772,30300
3773,30109
3774,30400
3775,20500
3776,20500
3777,20700
3778,20700
3779,20700
3780,20500
3781,20700
3782,30106
3783,30111
3784,30108
3785,20600
3786,30400
3787,30109
3788,30109
3789,30300
3790,20700
3791,30400
3792,30300
3793,20400
3794,20600
3795,20500
3796,20300
3797,30400
3798,30108
3799,30110
3800,30300
3801,30109
3802,20600
3803,30110
3804,30108
3805,30110
3806,30110
3807,30107
3808,20700
3809,30400
3810,20500
3811,30109
3812,30109
3813,20600
3814,30108
3815,30109
3816,30110
3817,20600
3818,20600
3819,20300
3820,20700
3821,30300
3822,30108
3823,30111
3824,30109
3825,30110
3826,30110
3827,30110
3828,30400
3829,30110
3830,20600
3831,30110
3832,30110
3833,30109
3834,30108
3835,30107
3836,30110
3837,20600
3838,20500
3839,20600
3840,30106
3841,30300
3842,30109
3843,30110
3844,30111
3845,30108
3846,30110
3847,20600
3848,30106
3849,30110
3850,30111
3851,20500
3852,30108
3853,30110
3854,30111
3855,30106
3856,20700
3857,30109
3858,20600
3859,30106
3860,20500
3861,30106
3862,20500
3863,30109
3864,30300
3865,20500
3866,30110
3867,30300
3868,30110
3869,20500
3870,20500
3871,30110
3872,30300
3873,30111
3874,30110
3875,30106
3876,30110
3877,20600
3878,20600
3879,30106
3880,30110
3881,20700
3882,20500
3883,30400
3884,20700
3885,30106
3886,30110
3887,30300
3888,20500
3889,30110
3890,30108
3891,20600
3892,30109
3893,30400
3894,30110
3895,20600
3896,30109
3897,30110
3898,30110
3899,20600
3900,20400
3901,30109
3902,20400
3903,30108
3904,30109
3905,20400
3906,20500
3907,30109
3908,20500
3909,30400
3910,20500
3911,30300
3912,30400
3913,30400
3914,20500
3915,20300
3916,30111
3917,20500
3918,30110
3919,30108
3920,20600
3921,20600
3922,30110
3923,30110
3924,30110
3925,20500
3926,30109
3927,30110
3928,30111
3929,30110
3930,30108
3931,20700
3932,30108
3933,30107
3934,30110
3935,30109
3936,30110
3937,30110
3938,30110
3939,30109
3940,30108
3941,30111
3942,20700
3943,30110
3944,30300
3945,30110
3946,30106
3947,30300
3948,20600
3949,20700
3950,30300
3951,20500
3952,30110
3953,30110
3954,30110
3955,30110
3956,30400
3957,30109
3958,20300
3959,20500
3960,30110
3961,30109
3962,30111
3963,20300
3964,30110
3965,30300
3966,30110
3967,30110
3968,30400
3969,30110
3970,30110
3971,30110
3972,30300
3973,20300
3974,30300
3975,20500
3976,30110
3977,30300
3978,30111
3979,30111
3980,30109
3981,30109
3982,30111
3983,20600
3984,30110
3985,30300
3986,20600
3987,30108
3988,30110
3989,20500
3990,20300
3991,20500
3992,20500
3993,30107
3994,30300
3995,30300
3996,20700
3997,30110
3998,30108
3999,30110
4000,30106
4001,30110
4002,30108
4003,30110
4004,30300
4005,20700
4006,30106
4007,30106
4008,30111
4009,30110
4010,30110
4011,20500
4012,30108
4013,20300
4014,30111
4015,30110
4016,20600
4017,30110
4018,20600
4019,30109
4020,30110
4021,30109
4022,20500
4023,30110
4024,30110
4025,30300
4026,30109
4027,30109
4028,30110
4029,30110
4030,30109
4031,20300
4032,30109
4033,30109
4034,30300
4035,30108
4036,30400
4037,20500
4038,20500
4039,20500
4040,30108
4041,20500
4042,20600
4043,30109
4044,20500
4045,30110
4046,30106
4047,30110
4048,20600
4049,30110
4050,20500
4051,30109
4052,30109
4053,30109
4054,30109
4055,30107
4056,30110
4057,20700
4058,30300
4059,30106
4060,30109
4061,30110
4062,30110
4063,30109
4064,30110
4065,30110
4066,30110
4067,30109
4068,20700
4069,30109
4070,30108
4071,30111
4072,30108
4073,30110
4074,20300
4075,20500
4076,30110
4077,20300
4078,20500
4079,30400
4080,30108
4081,30109
4082,20400
4083,30300
4084,30109
4085,30109
4086,20500
4087,30110
4088,30400
4089,20300
4090,30108
4091,30109
4092,30108
4093,30110
4094,30106
4095,30400
4096,30110
4097,20600
4098,30108
4099,30300
4100,20600
4101,30110
4102,30109
4103,30300
4104,20300
4105,30400
4106,30107
4107,30108
4108,30400
4109,30109
4110,30109
4111,30400
4112,20300
4113,30400
4114,30300
4115,20600
4116,30108
4117,30109
4118,30108
4119,30109
4120,30111
4121,20500
4122,20600
4123,20500
4124,30300
4125,20300
4126,20600
4127,30400
4128,30108
4129,30110
4130,30106
4131,30110
4132,20500
4133,20400
4134,30110
4135,20600
4136,30108
4137,20600
4138,30108
4139,20700
4140,30109
4141,30400
4142,30110
4143,30110
4144,30110
4145,30110
4146,20300
4147,30110
4148,30300
4149,20600
4150,30300
4151,30111
4152,30110
4153,30300
4154,30108
4155,30109
4156,30300
4157,20500
4158,30400
4159,20500
4160,30110
4161,30109
4162,20600
4163,30108
4164,30111
4165,30110
4166,20700
4167,30109
4168,30108
4169,30109
4170,30111
4171,30110
4172,20600
4173,30108
4174,30106
4175,30108
4176,30300
4177,20500
4178,30108
4179,20600
4180,30111
4181,30110
4182,30110
4183,30400
4184,20700
4185,20600
4186,20500
4187,30400
4188,30300
4189,20500
4190,30300
4191,30109
4192,20600
4193,30106
4194,30110
4195,30109
4196,20700
4197,30111
4198,20300
4199,30110
4200,20500
4201,30108
4202,30109
4203,30109
4204,30106
4205,20600
4206,30108
4207,30110
4208,30109
4209,30109
4210,30111
4211,20500
4212,30109
4213,30111
4214,30109
4215,20700
4216,30300
4217,30110
4218,30106
4219,30108
4220,20700
4221,20500
4222,30400
4223,30108
4224,20500
4225,20500
4226,30108
4227,20300
4228,30110
4229,30300
4230,30110
4231,30109
4232,20500
4233,30300
4234,20300
4235,20600
4236,30110
4237,30400
4238,30400
4239,30108
4240,30106
4241,30109
4242,30110
4243,20300
4244,30109
4245,30110
4246,30300
4247,30110
4248,30300
4249,20500
4250,20500
4251,20400
4252,30107
4253,30300
4254,20700
4255,30108
4256,30108
4257,20600
4258,30300
4259,20500
4260,30109
4261,20600
4262,30110
4263,20300
4264,30300
4265,30400
4266,20500
4267,20500
4268,30110
4269,20300
4270,30109
4271,30300
4272,20300
4273,30107
4274,30106
4275,30107
4276,20500
4277,30110
4278,20700
4279,30109
4280,20600
4281,20500
4282,20700
4283,30107
4284,30108
4285,20600
4286,30400
4287,30108
4288,30110
4289,30110
4290,30300
4291,30109
4292,30110
4293,20500
4294,20300
4295,20400
4296,30110
4297,30300
4298,30109
4299,20600
4300,30110
4301,20600
4302,30106
4303,30110
4304,30110
4305,20600
4306,20300
4307,20600
4308,20300
4309,30110
4310,30109
4311,30111
4312,20500
4313,20500
4314,20500
4315,30108
4316,20500
4317,20600
4318,30109
4319,30300
4320,30106
4321,20500
4322,20500
4323,30108
4324,30109
4325,20500
4326,20500
4327,30110
4328,30111
4329,30300
4330,20400
4331,20700
4332,30110
4333,30110
4334,30110
4335,20700
4336,30110
4337,30110
4338,20300
4339,30300
4340,20500
4341,30300
4342,20500
4343,20600
4344,30300
4345,30110
4346,30106
4347,30300
4348,30106
4349,30300
4350,20400
4351,20700
4352,30300
4353,30108
4354,20500
4355,30110
4356,30300
4357,30111
4358,30109
4359,30110
4360,30109
4361,20500
4362,30110
4363,30108
4364,30108
4365,30108
4366,20300
4367,30109
4368,30109
4369,30110
4370,30108
4371,30110
4372,30300
4373,30110
4374,30106
4375,20500
4376,10205
4377,40507
4378,40508
4379,40507
4380,40502
4381,40507
4382,40507
4383,40508
4384,40800
4385,40800
4386,40502
4387,40502
4388,40502
4389,40507
4390,40507
4391,40502
4392,40502
4393,40507
4394,40508
4395,40508
4396,40502
4397,40502
4398,40507
4399,40507
4400,10205
4401,40502
4402,10109
4403,10206
4404,40800
4405,10109
4406,40502
4407,10205
4408,40507
4409,10205
4410,40507
4411,10201
4412,40507
4413,10206
4414,10109
4415,10205
4416,40800
4417,10206
4418,10110
4419,40507
4420,10109
4421,40507
4422,10201
4423,10201
4424,10201
4425,10201
4426,10201
4427,10201
4428,10201
4429,10201
4430,40502
4431,40508
4432,10205
4433,10109
4434,40507
4435,10110
4436,10205
4437,10206
4438,10201
4439,40502
4440,10110
4441,40507
4442,40502
4443,40508
4444,10206
4445,40507
4446,40508
4447,10109
4448,10201
4449,10110
4450,40508
4451,10110
4452,10110
4453,40502
4454,40800
4455,40502
4456,40502
4457,10206
4458,10205
4459,10110
4460,10109
4461,40502
4462,40502
4463,40502
4464,40502
4465,40800
4466,40507
4467,40508
4468,40800
4469,40502
4470,40502
4471,40507
4472,40508
4473,40502
4474,10110
4475,40508
4476,10201
4477,40502
4478,40507
4479,40800
4480,40502
4481,10201
4482,40502
4483,10206
4484,40507
4485,40507
4486,40502
4487,10205
4488,40507
4489,10110
4490,40507
4491,40507
4492,10205
4493,40502
4494,40502
4495,10206
4496,40508
4497,10109
4498,10201
4499,40508
4500,10201
4501,10205
4502,40800
4503,10205
4504,40502
4505,40502
4506,10201
4507,10201
4508,10201
4509,40502
4510,10206
4511,40502
4512,40508
4513,40508
4514,40800
4515,10201
4516,10110
4517,10201
4518,10110
4519,40502
4520,10201
4521,10201
4522,40507
4523,10201
4524,10206
4525,10206
4526,10206
4527,10206
4528,10205
4529,40507
4530,40502
4531,10109
4532,10201
4533,10201
4534,40508
4535,10206
4536,10201
4537,40502
4538,10206
4539,10205
4540,40502
4541,10109
4542,10110
4543,10205
4544,10201
4545,10206
4546,10206
4547,10205
4548,10110
4549,40502
4550,40508
4551,10110
4552,10206
4553,40507
4554,40502
4555,10109
4556,40502
4557,10205
4558,10205
4559,10205
4560,10109
4561,10206
4562,10110
4563,10110
4564,40502
4565,10205
4566,40502
4567,10206
4568,40502
4569,40507
4570,10201
4571,40502
4572,40502
4573,10206
4574,10206
4575,40502
4576,10206
4577,10201
4578,10201
4579,40507
4580,10205
4581,40502
4582,40800
4583,10201
4584,10206
4585,40502
4586,40507
4587,40502
4588,10201
4589,10201
4590,10201
4591,40502
4592,40507
4593,40502
4594,40502
4595,40502
4596,40502
4597,40502
4598,40502
4599,40502
4600,40502
4601,10201
4602,40508
4603,40800
4604,40502
4605,10110
4606,40508
4607,10205
4608,40507
4609,10201
4610,10201
4611,40502
4612,40507
4613,40800
4614,10110
4615,10205
4616,10206
4617,40508
4618,10201
4619,10109
4620,40507
4621,40507
4622,40800
4623,40508
4624,40507
4625,40502
4626,40508
4627,10205
4628,40508
4629,40800
4630,40502
4631,40508
4632,10206
4633,40507
4634,10206
4635,40502
4636,40502
4637,40502
4638,10206
4639,10110
4640,10109
4641,10110
4642,40502
4643,10109
4644,40502
4645,40507
4646,40508
4647,10110
4648,40508
4649,40502
4650,10201
4651,40508
4652,10110
4653,40502
4654,40508
4655,40508
4656,10201
4657,10109
4658,40508
4659,10110
4660,40507
4661,10205
4662,10205
4663,40502
4664,40508
4665,10206
4666,40507
4667,40502
4668,40507
4669,40508
4670,10201
4671,10109
4672,10201
4673,40508
4674,10109
4675,40502
4676,40502
4677,40502
4678,40508
4679,40502
4680,40502
4681,10205
4682,10201
4683,10201
4684,10205
4685,10205
4686,40507
4687,40502
4688,40502
4689,40502
4690,10206
4691,10201
4692,10110
4693,10201
4694,10109
4695,10110
4696,40507
4697,40502
4698,40502
4699,10109
4700,40502
4701,40507
4702,40502
4703,10201
4704,10109
4705,10201
4706,40508
4707,10201
4708,40502
4709,10201
4710,10110
4711,40502
4712,40502
4713,40502
4714,10205
4715,10201
4716,10206
4717,40502
4718,40502
4719,40502
4720,40502
4721,10201
4722,10205
4723,10201
4724,10206
4725,10201
4726,40502
4727,40502
4728,40507
4729,40507
4730,40502
4731,40502
4732,40502
4733,10201
4734,10206
4735,10201
4736,40507
4737,40507
4738,40502
4739,10201
4740,10201
4741,40502
4742,10201
4743,40502
4744,40508
4745,40800
4746,40502
4747,40800
4748,40507
4749,10109
4750,10110
4751,40502
4752,10201
4753,40508
4754,10206
4755,10206
4756,40508
4757,40507
4758,40508
4759,10201
4760,40507
4761,10206
4762,10205
4763,40502
4764,10206
4765,40502
4766,40502
4767,40508
4768,10110
4769,10201
4770,40508
4771,40502
4772,10205
4773,40502
4774,40502
4775,40508
4776,40507
4777,10206
4778,10206
4779,10110
4780,40800
4781,10206
4782,40502
4783,40502
4784,40502
4785,40502
4786,10205
4787,40502
4788,10201
4789,10201
4790,10205
4791,40502
4792,10206
4793,10109
4794,40502
4795,10110
4796,40504
4797,10109
4798,40507
4799,10110
4800,10109
4801,40502
4802,10201
4803,10110
4804,40507
4805,10201
4806,10201
4807,40502
4808,10109
4809,40507
4810,40507
4811,40502
4812,40507
4813,10109
4814,10206
4815,10205
4816,40502
4817,10110
4818,40507
4819,40502
4820,40502
4821,40507
4822,40800
4823,10201
4824,40507
4825,10109
4826,40502
4827,40507
4828,40507
4829,40508
4830,40502
4831,10109
4832,40502
4833,40507
4834,40502
4835,40508
4836,10205
4837,10201
4838,40508
4839,10206
4840,40502
4841,40507
4842,40508
4843,40507
4844,10205
4845,40502
4846,10205
4847,40507
4848,40800
4849,40502
4850,40502
4851,40508
4852,40800
4853,40502
4854,40502
4855,10201
4856,10206
4857,40800
4858,40502
4859,40800
4860,10201
4861,40508
4862,40507
4863,40502
4864,40507
4865,40502
4866,10205
4867,10201
4868,40800
4869,40507
4870,10206
4871,40502
4872,10206
4873,10205
4874,10206
4875,10206
4876,40502
4877,40502
4878,10109
4879,40507
4880,40507
4881,40507
4882,40508
4883,40502
4884,40507
4885,40507
4886,40502
4887,40502
4888,10109
4889,40502
4890,10201
4891,10201
4892,40507
4893,10206
4894,10110
4895,10201
4896,10206
4897,10201
4898,40507
4899,10205
4900,10201
4901,10201
4902,40800
4903,10110
4904,10206
4905,40507
4906,40508
4907,40507
4908,40502
4909,40508
4910,10109
4911,10110
4912,10206
4913,10205
4914,40502
4915,40502
4916,10206
4917,10206
4918,10110
4919,10109
4920,10201
4921,10110
4922,10201
4923,40502
4924,10201
4925,10205
4926,40502
4927,10110
4928,40508
4929,10206
4930,40508
4931,40502
4932,10201
4933,40800
4934,40800
4935,40502
4936,10201
4937,10205
4938,10110
4939,10201
4940,10201
4941,10110
4942,10206
4943,10205
4944,10205
4945,40507
4946,40502
4947,10110
4948,10109
4949,10109
4950,10109
4951,10201
4952,40507
4953,10109
4954,40502
4955,40502
4956,10205
4957,10110
4958,40502
4959,40502
4960,40502
4961,40502
4962,40502
4963,40502
4964,10110
4965,40507
4966,40502
4967,10206
4968,40502
4969,40502
4970,10206
4971,40800
4972,10109
4973,40507
4974,10110
4975,40508
4976,10206
4977,10206
4978,40508
4979,10206
4980,40507
4981,40502
4982,40502
4983,40800
4984,40508
4985,40502
4986,40502
4987,10206
4988,10109
4989,40502
4990,40502
4991,10206
4992,40800
4993,10110
4994,40507
4995,40508
4996,40502
4997,40507
4998,10110
4999,10110
5000,40502
5001,40507
5002,10201
5003,40508
5004,10206
5005,10205
5006,10201
5007,40507
5008,10205
5009,40507
5010,10206
5011,10201
5012,10201
5013,40508
5014,40502
5015,40502
5016,40502
5017,40502
5018,40502
5019,10109
5020,10206
5021,40508
5022,40502
5023,40502
5024,10206
5025,10206
