Geo Lat,Geo Lon,Census Tract
46.825128,-96.828273,10303
46.826463,-96.827124,10303
46.811687,-96.83646,10303
46.866919,-96.776763,20500
46.863074,-96.731698,30400
46.831281,-96.779636,20500
46.803795,-96.813091,10307
46.854803,-96.802,901
46.908244,-96.767488,100
46.905861,-96.78259,100
46.905369,-96.784374,203
46.86954,-96.734263,30400
46.861252,-96.807961,901
46.855968,-96.809482,904
46.889624,-96.811147,502
46.819237,-96.823156,10303
46.840005,-96.716113000000007,30109
46.86885,-96.870514,10109
46.841041,-96.717137,30109
46.828025,-96.7957,10306
46.871788,-96.908208,10201
46.80444,-96.814239,10307
46.797094,-96.81304,40505
46.838496,-96.717521,30109
46.839647,-96.717997,30109
46.83957,-96.717945,30109
46.878882,-96.896809,10206
46.842784,-96.72856,30109
46.888772,-96.768205,20700
46.839364,-96.716541,30109
46.819032,-96.832084,10303
46.878662,-96.89545,10206
46.819181,-96.834369,10303
46.8507,-96.762271,20600
46.819877,-96.832006,10303
46.900419,-96.789478,400
46.872279,-96.765271,20300
46.855161,-96.769114,20500
46.796558,-96.812707,40505
46.79648,-96.812595,40505
46.871064,-96.764561,20300
46.883471,-96.796138,502
46.865379,-96.775506,20500
46.828434,-96.797434,10306
46.852786,-96.805656,901
46.836508,-96.829517,10308
46.774053,-96.79439,40509
46.848523,-96.832529,904
46.914781,-96.779143,100
46.856028,-96.899572,10205
46.883959,-96.811795,601
46.887985,-96.762914,20700
46.861921,-96.779799,20500
46.860604,-96.911921,10201
46.843182,-96.815727,1003
46.89297,-96.779636,100
46.82485,-96.804241,10306
46.808903,-96.816789,10307
46.860066,-96.727828,30111
46.814113999999996,-96.834969,10303
46.822935,-96.823462,10303
46.871142,-96.867806,10109
46.843717,-96.746605,30109
46.801266,-96.810583,40505
46.823396,-96.833055,10303
46.830513,-96.820289,10303
46.838305,-96.821511,10308
46.858578,-96.808589,901
46.863236,-96.804244,802
46.919886,-96.768636,100
46.879582,-96.90764,10201
46.867429,-96.775399,20300
46.862945,-96.800605,802
46.8935,-96.792647,400
46.828833,-96.817605,10306
46.866232,-96.784497,801
46.836912,-96.812444,1003
46.819242,-96.824957,10303
46.852985,-96.762454,20600
46.821202,-96.819909,10303
46.887453,-96.785765,501
46.930497,-96.794394,204
46.852671,-96.795995,901
46.865567,-96.801479,802
46.820713,-96.902277,40502
46.873406,-96.868246,10109
46.872953,-96.909515,10206
46.891222,-96.784221,400
46.836502,-96.797376,1004
46.842282,-96.947433,40800
46.869287,-96.922092,10201
46.825155,-96.832731,10303
46.867398,-96.872783,10109
46.937532,-96.795323,300
46.828605,-96.779224,20500
46.870882,-96.7623,20300
46.829547,-96.782494,20500
46.855932,-96.808018,901
46.879062,-96.897302,10206
46.861488,-96.905864,10205
46.864755,-96.794896,801
46.886424,-96.781217,501
46.866077,-96.802503,802
46.886138,-96.796199,502
46.856083,-96.753446,20600
46.828832,-96.818804,10306
46.848367,-96.792117,1004
46.812956,-96.821984,10303
46.851996,-96.759585,20600
46.857424,-96.806983,901
46.817788,-96.807196,10307
46.844597,-96.720929,30109
46.843099,-96.827354,10308
46.835641,-96.796479,1004
46.870287,-96.753721,20300
46.855975,-96.78668,901
46.885337,-96.747347,30300
46.813,-96.9017,40507
46.85943,-96.787133,901
46.885691,-96.795669,502
46.845033,-96.746551,30109
46.858719,-96.772871,20500
46.813204,-96.835929,10303
46.81169,-96.836784,10303
46.829115,-96.77762,20500
46.812303,-96.836284,10303
46.860066,-96.727669,30111
46.860041,-96.727327,30111
46.824218,-96.826835,10303
46.838074,-96.813933,1003
46.912109,-96.779517,100
46.898402,-96.780954,100
46.841638,-96.838999,10308
46.922911,-96.777652,203
46.86946,-96.815643,802
46.872396,-96.758857,20300
46.921466,-96.769927,100
46.849243,-96.869994,10111
46.85475,-96.829832,903
46.890082,-96.792386,501
46.84957,-96.871329,10111
46.873436,-96.896477,10206
46.849927,-96.87132,10111
46.849838,-96.871322,10111
46.849749,-96.871325,10111
46.849659,-96.871327,10111
46.849481,-96.871331,10111
46.850016,-96.871318,10111
46.82189,-96.825736,10303
46.823701,-96.794006,10306
46.850739,-96.872197,10111
46.850829,-96.872196,10111
46.85065,-96.872199,10111
46.850929,-96.872194,10111
46.850194,-96.871314,10111
46.850105,-96.871316,10111
46.819532,-96.81634,10307
46.853279,-96.752417,20600
46.853219,-96.795993,901
46.905367,-96.780893,100
46.821827999999996,-96.817827,10307
46.839591,-96.837264,10308
46.858327,-96.727241,30111
46.86849,-96.811189,802
46.872443,-96.815721,602
46.844469,-96.720823,30109
46.888156,-96.748002,30300
46.857363,-96.829894,903
46.89614,-96.787573,400
46.849348,-96.802061,901
46.921737,-96.774194,100
46.859191,-96.797285,901
46.93941,-96.764076,30106
46.94011,-96.787976,30106
46.851274,-96.79244,901
46.881874,-96.779675,501
46.821931,-96.802969,10306
46.857696,-96.783014,901
46.805972,-96.820249,10303
46.862363,-96.77779,20500
46.844235,-96.833713,10308
46.834861,-96.830064,10308
46.867415,-96.77292,20300
46.799052,-96.812805,40505
46.93438,-96.897797,40800
46.857833,-96.796066,901
46.869988,-96.803723,802
46.861775,-96.910555,10201
46.836619,-96.83322,10308
46.831844,-96.714119,30110
46.854344,-96.898168,10205
46.816934,-96.829526,10303
46.838445,-96.836466,10308
46.915474,-96.770737,100
46.859225,-96.797987,901
46.866841,-96.78601,801
46.867493,-96.804979,802
46.930167,-96.794395,204
46.8364,-96.8219,10308
46.962848,-96.801717,300
46.860647,-96.914556,10201
46.824996,-96.814552,10306
46.845654,-96.738316,30109
46.83439,-96.812555,1003
46.869947,-96.919466,10201
46.845984,-96.738299,30109
46.888707,-96.761422,20700
46.885554,-96.795777,502
46.858196,-96.873595,10110
46.912776,-96.780959,100
46.887276,-96.801612,502
46.798573,-96.810671,40505
46.839098,-96.81928,1003
46.827664,-96.810001,10306
46.868576,-96.773213,20300
46.856417,-96.770558,20500
46.869048,-96.80644,802
46.827562,-96.87637,40501
46.823391,-96.830653,10303
46.871946,-96.864314,10109
46.838719,-96.823822,10308
46.892302,-96.795596,400
46.855255,-96.749181,20600
46.822804,-96.812804,10307
46.842978,-96.746582,30109
46.900652,-96.784872,400
46.902612,-96.783982,400
46.911337,-96.796142,204
46.871429,-96.895005,10206
46.872509,-96.755545,20300
46.827843,-96.808351,10306
46.853129,-96.795474,901
46.900558,-96.792485,400
46.849888,-96.817677,904
46.825821,-96.797627,10306
46.845383,-96.744541,30109
46.862278,-96.772855,20400
46.860182,-96.73481,30111
46.843783,-96.734131,30109
46.867813,-96.865628,10109
46.860369,-96.809414,904
46.861406,-96.776992,20500
46.843145,-96.808223,1004
46.913984,-96.781896,100
46.861581,-96.914146,10201
46.838086,-96.811079,1003
46.846142,-96.776999,20500
46.814501,-96.835283,10303
46.900561,-96.796979,400
46.86817,-96.790172,801
46.863494,-96.763226,20400
46.801018,-96.798355,40505
46.851023,-96.815056,904
46.867596,-96.774012,20300
46.861168,-96.809913,904
46.798653,-96.809518,40505
46.800825,-96.804774,40505
46.794335,-96.807492,40505
46.813558,-96.835605,10303
46.864928,-96.810554,802
46.795656,-96.808303,40505
46.812297,-96.835685,10303
46.812664,-96.836841,10303
46.705148,-96.790765,40600
46.832191,-96.769835,20500
46.814524,-96.837783,10303
46.838306,-96.805166,1004
46.915189,-96.782817,203
46.892054,-96.794681,400
46.849362,-96.870815,10111
46.85518,-96.766044,20400
46.838975,-96.718403,30109
46.814888,-96.820326,10303
46.81412,-96.835612,10303
46.818612,-96.836834,10303
46.825398,-96.816703,10306
46.843198,-96.839385,10308
46.865173,-96.804199,802
46.822084,-96.818331,10307
46.81593,-96.831135,10303
46.826298,-96.806547,10306
46.873053,-96.875346,10109
46.813555,-96.835287,10303
46.873022,-96.875516,10109
46.862485,-96.73029,30400
46.862484,-96.73046,30400
46.862484,-96.730629,30400
46.886013,-96.781215,501
46.851864,-96.835134,904
46.852116,-96.805065,901
46.839851,-96.693195,30111
46.857304,-96.82166,903
46.798947,-96.800222,40505
46.835298,-96.726789,30109
46.8579,-96.816072,904
46.862995,-96.730349,30400
46.853194,-96.897595,10205
46.743,-96.788184,40509
46.798188,-96.810293,40505
46.880096,-96.896476,10206
46.858897,-96.810744,904
46.881129,-96.749218,30300
46.812656,-96.835907,10303
46.855985,-96.874811,10110
46.859894,-96.790893,901
46.887953,-96.750881,30300
46.8049,-96.8107,10307
46.834721,-96.810833,1003
46.85993,-96.727377,30111
46.832673,-96.768615,20500
46.861566,-96.912342,10201
46.921881,-96.777153,203
46.851488,-96.871281,10111
46.832436,-96.777446,20500
46.829142,-96.811962,10306
46.841394,-96.727696,30109
46.827556,-96.776657,20500
46.887229,-96.750891,30300
46.853439,-96.869914,10111
46.941202,-96.760029,30106
46.887214,-96.791744,501
46.853248,-96.869918,10111
46.863449,-96.779023,20500
46.891777,-96.791799,400
46.870247,-96.76358,20300
46.829729,-96.780829,20500
46.85641,-96.891196,10205
46.857258,-96.822464,903
46.836208,-96.778601,20500
46.92988,-96.753627,30106
46.867816,-96.920869,10201
46.828239,-96.795698,10306
46.850283,-96.871311,10111
46.873519,-96.801523,802
46.804379,-96.82059,10303
46.838679,-96.827422,10308
46.838016,-96.82051,10308
46.936567,-96.795768,300
46.829795,-96.809722,10306
46.827732,-96.807157,10306
46.857304,-96.832876,903
46.808352,-96.879245,40506
46.841242,-96.830999,10308
46.864896,-96.727128,30400
46.867926,-96.86754,10109
46.834949,-96.810838,1003
46.901635,-96.882766,40800
46.825721,-96.852699,40504
46.858715,-96.882547,10110
46.829599,-96.749637,30110
46.827116,-96.752546,30110
46.843655,-96.819465,1003
46.821628,-96.828549,10303
46.806245,-96.853205,40504
46.878055,-96.899411,10206
46.816072,-96.857589,40504
46.857311,-96.833687,903
46.864401,-96.762358,20400
46.791196,-96.808315,40505
46.885916,-96.750135,30300
46.860064,-96.788642,901
46.857865,-96.903584,10205
46.834578,-96.830076,10308
46.853145,-96.879849,10110
46.882061,-96.748356,30300
46.851934,-96.817495,904
46.860427,-96.805564,901
46.854732,-96.908113,10201
46.881709,-96.784954,501
46.873384,-96.865758,10109
46.868662,-96.765887,20300
46.823253,-96.920728,40502
46.899133,-96.793148,400
46.817137,-96.866913,40501
46.816948,-96.81591,10307
46.852624,-96.75791,20600
46.813923,-96.917639,40507
46.832227,-96.748714,30110
46.780218,-96.822149,40509
46.885753,-96.821506,601
46.794778,-96.897616,40509
46.857909,-96.80711,901
46.820158,-96.81498,10307
46.87168,-96.874963,10109
46.826786,-96.888744,40508
46.838942,-96.917672,40502
46.808699,-96.829628,10303
46.924835,-96.766868,100
46.84248,-96.891766,40508
46.786788,-96.813728,40509
46.862786,-96.761768,20400
46.80838,-96.917711,40507
46.861257,-96.810573,904
46.814213,-96.881126,40506
46.797035,-96.81205,40505
46.919598,-96.793725,204
46.921133,-96.792829,204
46.823078,-96.880118,40501
46.919475,-96.793781,204
46.824428,-96.804226,10306
46.92047,-96.793496,204
46.878394,-96.89645,10206
46.857316,-96.833674,903
46.868578,-96.912495,10201
46.828983,-96.947472,40800
46.864313,-96.808774,802
46.880836,-96.804483,602
46.814314,-96.903323,40507
46.805053,-96.813257,10307
46.842481,-96.891766,40508
46.858268,-96.760885,20600
46.893823,-96.787127,400
46.890906,-96.775504,100
46.805628,-96.822353,10303
46.827934,-96.82784,10303
46.882542,-96.776871,501
46.8391,-96.8105,1004
46.858545,-96.812587,904
46.898593,-96.794051,400
46.824943,-96.797093,10306
46.906164,-96.784368,203
46.871773,-96.73469,30400
46.864951,-96.788506,801
46.815059,-96.834896,10303
46.855345,-96.772065,20500
46.852671,-96.869933,10111
46.855805,-96.804103,901
46.811681,-96.835813,10303
46.859887,-96.791476,901
46.83854,-96.947442,40800
46.852575,-96.869935,10111
46.797546,-96.811311,40505
46.893779,-96.79704,400
46.836534,-96.827016,10308
46.922478,-96.779552,203
46.824257,-96.831132,10303
46.853754,-96.795992,901
46.861245,-96.813908,904
46.872538,-96.733124,30400
46.908791,-96.780322,100
46.817699,-96.828388,10303
46.819228,-96.82221,10303
46.859759,-96.814698,904
46.862201,-96.918925,10201
46.895363,-96.794102,400
46.882496,-96.776087,501
46.862941,-96.802252,802
46.85606,-96.790936,901
46.870972,-96.796611,801
46.802112,-96.809436,40505
46.82088,-96.817278,10307
46.843674,-96.818093,1003
46.827766,-96.805477,10306
46.869646,-96.745742,30400
46.867046,-96.793035,801
46.821523,-96.82294,10303
46.866722,-96.810535,802
46.872292,-96.870994,10109
46.772863,-96.794316,40509
46.880093,-96.896276,10206
46.880104,-96.896055,10206
46.87171,-96.816414,602
46.835918,-96.776666,20500
46.920847,-96.768081,100
46.867647,-96.873657,10109
46.862168,-96.793898,801
46.871909,-96.75765,20300
46.769844,-96.801908,40509
46.921647,-96.774521,100
46.857313,-96.783698,901
46.852236,-96.827058,904
46.859722,-96.733559,30111
46.883383,-96.779702,501
46.85696,-96.76993,20500
46.852981,-96.769197,20500
46.873914,-96.873585,10109
46.89473,-96.78501,400
46.869119,-96.765895,20300
46.856471,-96.902763,10205
46.85905,-96.813374,904
46.845369,-96.777078,20500
46.868795,-96.867953,10109
46.864159,-96.78701,801
46.8041,-96.8094,10307
46.907642,-96.785058,203
46.867676,-96.907326,10201
46.85928,-96.777404,20500
46.857532,-96.816628,904
46.825348,-96.805473,10306
46.82477,-96.805294,10306
46.872969,-96.791672,801
46.885276,-96.780562,501
46.868994,-96.800124,802
46.907087,-96.777829,100
46.803816,-96.815467,10307
46.856249,-96.800464,901
46.797747,-96.811012,40505
46.797478,-96.811411,40505
46.87328,-96.864491,10109
46.827395,-96.797703,10306
46.797315,-96.812526,40505
46.827282,-96.811041,10306
46.797615,-96.811209,40505
46.872095,-96.872521,10109
46.838834,-96.715592,30109
46.844378,-96.814246,1003
46.814521,-96.837533,10303
46.886627,-96.800098,502
46.876937,-96.760672,20700
46.795052,-96.806035,40505
46.878956,-96.758241,20700
46.866967,-96.76733,20400
46.864914,-96.896298,10206
46.867452,-96.740442,30400
46.800903,-96.810402,40505
46.916075,-96.737712,30106
46.895363,-96.795561,400
46.843334,-96.745289,30109
46.870911,-96.760989,20300
46.872124,-96.863745,10109
46.85923,-96.816085,904
46.868982,-96.765895,20300
46.885453,-96.763862,20700
46.92582,-96.789534,204
46.869686,-96.763783,20300
46.868987,-96.758326,20300
46.881297000000004,-96.906644,10201
46.888758,-96.747336,30300
46.852835,-96.809522,904
46.829978,-96.794498,10306
46.852996,-96.833363,904
46.851277,-96.794592,901
46.888864,-96.753049,30300
46.878661,-96.907026,10201
46.842781,-96.743031,30109
46.906755,-96.783144,203
46.857907,-96.731882,30111
46.843757,-96.719901,30109
46.899113,-96.787061,400
46.872399,-96.760387,20300
46.916091,-96.793372,204
46.835006,-96.814551,1003
46.887404,-96.753477,30300
46.858185,-96.758687,20600
46.872042,-96.89026,10206
46.798501,-96.806711,40505
46.833489,-96.771397,20500
46.915356,-96.780345,100
46.827821,-96.81499,10306
46.86964,-96.764368,20300
46.864632,-96.732864,30400
46.861131,-96.79236,901
46.866973,-96.774796,20400
46.882507,-96.779239,501
46.887393,-96.806598,502
46.864187,-96.893776,10206
46.794102,-96.807507,40505
46.845279,-96.820335,10308
46.871445,-96.920599,10201
46.842357,-96.812178,1003
46.871997,-96.871242,10109
46.826018,-96.811425,10306
46.841204,-96.804786000000007,1004
46.919599,-96.783104,203
46.909096,-96.790199,204
46.8722,-96.874351,10109
47.005553,-96.719581,30107
46.840939,-96.837234,10308
46.853778,-96.803527,901
46.855793,-96.795507,901
46.860152,-96.735582,30111
46.844161,-96.739124,30109
46.868594,-96.912176,10201
46.87204,-96.901524,10206
46.915756,-96.777726,100
46.864418,-96.803556,802
46.889406,-96.762032,20700
46.871583,-96.881344,10109
46.855442,-96.808625,901
46.820393,-96.813599,10307
46.872516,-96.873277,10109
46.859068,-96.796441,901
46.839913,-96.718177,30109
46.85871,-96.734042,30111
46.812639,-96.833634,10303
46.864886,-96.894944,10206
46.893913,-96.79264,400
46.825122,-96.828577,10303
46.862763,-96.779029,20500
46.815312,-96.815221,10307
46.915223,-96.793844000000007,204
46.8328,-96.769111,20500
46.86314,-96.805352,802
46.872399,-96.760237,20300
46.886525,-96.753087,30300
46.886139,-96.796398,502
46.867133,-96.799578,802
46.873313,-96.866776,10109
46.851637,-96.76124,20600
46.829809,-96.819469,10306
46.873272,-96.864111,10109
46.868984,-96.904834,10206
46.973547,-96.82493,300
46.871981,-96.758563,20300
46.868803,-96.886743,10206
46.845098,-96.73914,30109
46.864285,-96.772941,20400
46.8544,-96.8295,903
46.85695,-96.83285,903
46.82118,-96.815034,10307
46.823716,-96.798809,10306
46.891631,-96.782725,100
46.893353,-96.782686,100
46.829811,-96.81791,10306
47.038559,-96.674382,30107
46.849449,-96.814865,904
46.824557,-96.828134,10303
46.887308,-96.780588,501
46.896378,-96.797579,400
46.894324,-96.79468,400
46.824608,-96.832097,10303
46.894478,-96.785644,400
46.90425,-96.782466,100
46.85595,-96.823434,903
46.861401,-96.770186,20500
46.890183,-96.785133,501
46.824725,-96.900475,40502
46.840718,-96.837239,10308
46.859427,-96.785214,901
46.857294,-96.790922,901
46.853398,-96.796804,901
46.914983,-96.780346,100
46.856988,-96.757063,20600
46.871003,-96.744911,30400
46.825971,-96.828541,10303
46.880296,-96.907599,10201
46.891775,-96.789664,400
46.87242,-96.908172,10206
46.921364,-96.773532,100
46.870864,-96.764558,20300
46.864935,-96.811721,802
46.824323,-96.810243,10306
46.78502,-96.9063,40503
46.845378,-96.74525,30109
46.881661,-96.754773,30300
46.86815,-96.790173,801
46.858012,-96.732508,30111
46.873174,-96.871183,10109
46.85634,-96.787544,901
46.830325,-96.783249,20500
46.79598,-96.806927,40505
46.87301,-96.907334,10206
46.84653,-96.947423,40800
46.799578,-96.811481,40505
46.860833,-96.779745,20500
46.852111,-96.788815,901
46.837112,-96.771407,20500
46.854685,-96.832917,903
46.881937,-96.756877,30300
46.8448,-96.8144,1003
46.856872,-96.788676,901
46.843282,-96.827862,10308
46.909303,-96.785113,203
46.82561,-96.810555,10306
46.895773,-96.794094,400
46.86403,-96.895903,10206
46.854051,-96.769972,20500
46.857009,-96.751258000000007,20600
46.872216,-96.805453,802
46.914667,-96.781978,203
46.856838,-96.786181,901
46.86281,-96.794506,801
46.841157,-96.746588,30109
46.828059,-96.825671,10303
46.870614,-96.87542,10109
46.821529,-96.823579,10303
46.935521,-96.79351,300
46.889652,-96.755253,30300
46.859888,-96.816277,904
46.857024,-96.774057,20500
46.871758,-96.88088,10109
46.921703,-96.779394,203
46.853326,-96.750874,20600
46.866363,-96.74245,30400
46.862242,-96.916073,10201
46.851248,-96.815394,904
46.844588,-96.831231,10308
46.822438,-96.82706,10303
46.917904,-96.781238,203
46.82874,-96.807455,10306
46.842498,-96.80476,1004
46.864002,-96.797406,801
46.907557,-96.790668,204
46.870348,-96.752373,20300
46.86775,-96.740761,30400
46.920151,-96.764998,100
46.79869,-96.812093,40505
46.8392,-96.8235,10308
46.8439,-96.8141,1003
46.883624,-96.777082,501
46.890643,-96.792003,400
46.841048,-96.717796,30109
46.914345,-96.779698,100
46.873267,-96.80604,802
46.961343,-96.808066,300
46.85344,-96.756089,20600
46.834302,-96.803775,1004
46.856133,-96.818736,904
46.86518,-96.785308,801
46.801241,-96.811799,40505
46.85732,-96.834101,903
46.859989,-96.772047,20500
46.88506,-96.827529,601
46.899279,-96.790144,400
46.883701,-96.783602,501
46.88131,-96.907011,10201
46.852696,-96.748688,20600
46.858672,-96.760886,20600
46.787247,-96.908644,40503
46.851734,-96.768772,20500
46.903181,-96.785449,400
46.900016,-96.787022,400
46.846477,-96.736994,30109
46.815962,-96.834624,10303
46.819403,-96.831498,10303
46.839752,-96.947439,40800
46.856754,-96.880157,10110
46.884813,-96.826288,601
46.828122,-96.82501,10303
46.872144,-96.873094,10109
46.900282,-96.788636,400
46.901672,-96.764183,30106
46.872377,-96.775354,20300
46.8369,-96.725364,30109
46.852995,-96.814763,904
46.843931,-96.720392,30109
46.859428,-96.785854,901
46.913429,-96.781004,100
46.842764,-96.772136,20500
46.860385,-96.798917,901
46.828529,-96.812054,10306
46.841204,-96.729683,30109
46.885516,-96.780563,501
46.871202,-96.755505,20300
46.866919,-96.776963,20500
46.799553,-96.809223,40505
46.863477,-96.895907,10206
46.828083,-96.809842,10306
46.857784,-96.807119,901
46.860434,-96.806491,901
46.819216,-96.820948,10303
46.878734,-96.761585,20700
46.882844,-96.757775,20700
46.861092,-96.795429,901
46.866218,-96.796917,801
46.874464,-96.897671,10206
46.857223,-96.823338,903
46.888111,-96.791746,501
46.884197,-96.795911,502
46.864438,-96.813316,802
46.886886,-96.751631,30300
46.837035,-96.816932,1003
46.89462,-96.794675,400
46.867271,-96.787196,801
46.906163,-96.783148,203
46.871147,-96.868253,10109
46.894699,-96.792612,400
46.842933,-96.745284,30109
46.863316,-96.888612,10206
46.865502,-96.772836,20400
46.877923,-96.759141,20700
46.886031,-96.794138,502
46.906757,-96.786581,203
46.865881,-96.77747,20500
46.866411,-96.898348,10206
46.800409,-96.811257,40505
46.813886,-96.830238,10303
46.897804,-96.790035,400
46.872645,-96.808318,602
46.932608,-96.749109,30106
46.842729,-96.733033,30109
46.859664,-96.772048,20500
46.864,-96.894492,10206
46.855985,-96.750759,20600
46.859323,-96.749457,20600
46.870018,-96.760796,20300
46.801447,-96.806572,40505
46.814606,-96.813709,10307
46.883167,-96.775496,501
46.838104,-96.829324,10308
46.893228,-96.791161,400
46.853351,-96.770573,20500
46.863368,-96.776136,20500
46.912109,-96.779253,100
46.877582,-96.764155,20700
46.936564,-96.793755,300
46.839283,-96.837271,10308
46.85696,-96.753446,20600
46.859293,-96.806503,901
46.802034,-96.808863,40505
46.857311,-96.782479,901
46.880847,-96.80509,602
46.869155,-96.73919,30400
46.826069,-96.815367,10306
46.829203,-96.817307,10306
46.872501,-96.760026,20300
46.866485,-96.899632,10206
46.860789,-96.790004,901
46.820106,-96.822236,10303
46.882795,-96.795219,502
46.806218,-96.820261,10303
46.868747,-96.885288,10206
46.887976,-96.78362,501
46.872741,-96.86586,10109
46.850561,-96.872201,10111
46.850472,-96.872202,10111
46.871355,-96.760086,20300
46.870272,-96.750723,20300
46.872976,-96.863953,10109
46.865804,-96.787192,801
46.889817,-96.904849,40800
46.914471,-96.776333,100
46.85915,-96.886948,10205
46.857876,-96.732691,30111
46.827574,-96.829078,10303
46.832929,-96.816171,1003
46.865925,-96.8016,802
46.870926,-96.755309,20300
46.843315,-96.812232,1003
46.860309,-96.801936,901
46.856851,-96.818983,904
46.858047,-96.887527,10205
46.870367,-96.81598,602
46.890082,-96.792699,501
46.852447,-96.759805,20600
46.897769,-96.795549,400
46.918724,-96.781751,203
46.87401,-96.896369000000007,10206
46.872073,-96.914687,10201
46.806765,-96.812872,10307
46.871601,-96.895003,10206
46.856607,-96.79005,901
46.871525,-96.8913,10206
46.854082,-96.79095,901
46.886042,-96.75641,30300
46.869752,-96.897552,10206
46.853622,-96.800491,901
46.797893,-96.812984,40505
46.922479,-96.776882,203
46.828417,-96.808355,10306
46.925799,-96.788581,204
46.920849,-96.780244,203
46.858913,-96.776947,20500
46.863128,-96.694215,30112
46.858565,-96.809949,904
46.882577,-96.755346,30300
46.856766,-96.905035,10205
46.830223,-96.817453,10306
46.87334,-96.86718,10109
46.881172,-96.756888,30300
46.862104,-96.787432,801
46.86805,-96.790175,801
46.851701,-96.803839,901
46.868566,-96.800758,802
46.853034,-96.795994,901
46.908787,-96.790658,204
46.89246,-96.787186,400
46.813219,-96.837516,10303
46.898181,-96.795541,400
46.904332,-96.783945,400
46.888866,-96.765484,20700
46.852672,-96.771934,20500
46.867584,-96.875096,10109
46.82343,-96.816345,10306
46.857436,-96.806374,901
46.871214,-96.814952,602
46.925774,-96.771204,100
46.886353,-96.762999,20700
46.831249,-96.769494,20500
46.852036,-96.8817,10110
46.8515,-96.881689,10110
46.894052,-96.797035,400
46.88815,-96.76341,20700
46.839647,-96.717466,30109
46.872151,-96.919431,10201
46.852185,-96.881705,10110
46.877382,-96.765934,20700
46.853977,-96.882536,10110
46.844957,-96.832489,10308
46.882849,-96.75907,20700
46.937728,-96.862661,40800
46.839796,-96.811623,1003
46.851883,-96.872176,10111
46.852625,-96.757909,20600
46.814129,-96.836576,10303
46.86268,-96.787426,801
46.818613,-96.836511,10303
46.796919,-96.813053,40505
46.823197,-96.823458,10303
46.856379,-96.885439,10205
46.868929,-96.873584,10109
46.828498,-96.816237,10306
46.873928,-96.884687,10206
46.870293,-96.755507,20300
46.863881,-96.774807,20400
46.836228,-96.824007,10308
46.91421,-96.771897,100
46.92582,-96.789943,204
46.814137,-96.837541,10303
46.88658,-96.789761,501
46.855907,-96.800886,901
46.848476,-96.770375,20500
46.841636,-96.838799,10308
46.81267,-96.837466,10303
46.848106,-96.770974,20500
46.848224,-96.77077,20500
46.848286,-96.770672,20500
46.848415,-96.770482,20500
46.84802,-96.771058,20500
46.849024,-96.871343,10111
46.849124,-96.87134,10111
46.927916,-96.696189,30107
46.873279,-96.808311,602
46.817052,-96.856099,40504
46.914256,-96.781501,100
46.871191,-96.865449,10109
46.827947,-96.829406,10303
46.8678,-96.889614,10206
46.817878,-96.853548,40504
46.844915,-96.789417,1004
46.858474,-96.814715,904
46.864346,-96.887122,10206
46.79548,-96.817159,40505
46.867331,-96.785277,801
46.925811,-96.788717,204
46.85448,-96.900035,10205
46.930029,-96.777651,30106
46.79822,-96.809463,40505
46.860931,-96.892299,10205
46.882068,-96.812669,602
46.860666,-96.893242,10205
46.860934,-96.892441,10205
46.845669,-96.833053,10308
46.852831,-96.871248,10111
46.852063,-96.871267,10111
46.869115,-96.795314,801
46.845669,-96.833292,10308
46.802685,-96.810606,40505
46.768013,-96.800379,40509
46.870891,-96.918828,10201
46.798212,-96.810024,40505
46.860587,-96.800413,901
46.842282,-96.726588,30109
46.845668,-96.832336,10308
46.885411,-96.794317,502
46.845668,-96.832575,10308
46.845471,-96.833533,10308
46.853343,-96.869916,10111
46.854015,-96.869899,10111
46.888134,-96.750879,30300
46.887591,-96.750886,30300
46.83688,-96.815841,1003
46.858178,-96.784388,901
46.867206,-96.786074,801
46.828246,-96.818188,10306
46.84001,-96.836407,10308
46.814476,-96.832426,10303
46.852288,-96.869942,10111
46.852192,-96.869945,10111
46.83973,-96.810218,1004
46.841634,-96.838599,10308
46.857274,-96.900445,10205
46.825097,-96.825471,10303
46.900878,-96.783387,400
46.880208,-96.908284,10201
46.811725,-96.833048,10303
46.867783,-96.918938,10201
46.797399,-96.812646,40505
46.894984,-96.795698,400
46.898318,-96.794057,400
46.871102,-96.805817,802
46.83375,-96.810026,1004
46.798932,-96.807226,40505
46.862621,-96.774681,20400
46.886013,-96.784076,501
46.873887,-96.873788,10109
46.867918,-96.897055,10206
46.865178,-96.784908,801
46.899004,-96.788664,400
46.871117,-96.76985,20300
46.8395,-96.8273,10308
46.867184,-96.795382,801
46.859522,-96.888201,10205
46.854641,-96.804115,901
46.872424,-96.896132,10206
46.857313,-96.783898,901
46.863425,-96.894184,10206
46.815944,-96.832732,10303
46.825989,-96.811918,10306
46.84792,-96.824419,904
46.888062,-96.751614,30300
46.867698,-96.91793,10201
46.830504,-96.817125,10306
46.839628,-96.785815,20500
46.856882,-96.759032,20600
46.868204,-96.791339,801
46.844322,-96.721657,30109
46.820067,-96.831844,10303
46.842241,-96.720453,30109
46.861179,-96.769662,20500
46.872248,-96.867788,10109
46.82859,-96.826459,10303
46.877315,-96.75484,30300
46.856676,-96.879519,10110
46.8285,-96.816342,10306
46.823364,-96.806236,10307
46.827216,-96.831441,10303
46.871897,-96.75377,20300
46.863916,-96.776136,20500
