Geo Lat,Geo Lon,Census Tract
46.81683,-96.859499,40504
46.851816,-96.88848,10205
46.85325,-96.899261,10205
46.839784,-96.812837,1003
46.889378,-96.779711,501
46.870124,-96.877732,10109
46.872244,-96.79127,801
46.854376,-96.910035,10201
46.85943,-96.82662,903
46.851902,-96.873515,10110
46.836583,-96.757868,30108
46.887085,-96.769879,20700
46.80889,-96.875766,40506
46.839123,-96.752843,30108
46.855761,-96.912526,10201
46.860453,-96.772086,20500
46.893873,-96.785029,400
46.853239,-96.823135,904
46.872441,-96.91295,10201
46.856927,-96.723472,30111
46.812949,-96.914115,40507
46.804404,-96.866572,40501
46.804404,-96.866711,40501
46.842619,-96.722498,30109
46.804406,-96.866991,40501
46.813155,-96.914131,40507
46.804916,-96.866438,40501
46.838246,-96.818063,1003
46.804407,-96.867131,40501
46.791764,-96.81604,40505
46.79177,-96.816599,40505
46.855863,-96.727866,30111
46.792021,-96.816036,40505
46.827869,-96.911429,40502
46.860041,-96.727485,30111
46.870956,-96.801596,802
46.817485,-96.869425,40501
46.82213,-96.909919,40502
46.824329,-96.855378,40504
46.813296,-96.883912,40506
46.85675,-96.793934,901
46.915032,-96.783818,203
46.894735,-96.796233,400
46.81597,-96.854372,40504
46.841463,-96.813996,1003
46.86189,-96.797588,801
46.77562,-96.797281,40509
46.813162,-96.898428,40506
46.904577,-96.786924,400
46.847532,-96.789301,1004
46.838157,-96.754105,30108
46.867256,-96.796024,801
46.810831,-96.854659,40504
46.852803,-96.793042,901
46.829205,-96.823945,10303
46.858537,-96.726715,30111
46.822126,-96.855792,40504
46.811973,-96.87654,40506
46.815925,-96.919668,40507
46.837797,-96.804887,1004
46.836583,-96.758073,30108
46.884505,-96.766492,20700
46.870655,-96.868887,10109
46.83931,-96.819869,10308
46.909299,-96.777756,100
46.852894,-96.816053,904
46.842524,-96.723593,30109
46.885976,-96.757711,20700
46.893496,-96.785038,400
46.882859,-96.766514,20700
46.838727,-96.762989,30108
46.819913,-96.910386,40502
46.873296,-96.817117,602
46.869139,-96.772933,20300
46.82516,-96.856728,40504
46.865247,-96.895715,10206
46.856626,-96.889686,10205
46.838117,-96.810059999999993,1004
46.863224,-96.910257,10201
46.857248,-96.910005,10201
46.873333,-96.86925,10109
46.882061,-96.753241,30300
46.828798,-96.853076,40504
46.85647,-96.910005,10201
46.853007,-96.809513,904
46.835839,-96.724621,30109
46.853514,-96.750131,20600
46.817733,-96.918829,40507
46.819104,-96.855351,40504
46.838086,-96.764449,30108
46.872841,-96.874108,10109
46.885229,-96.828847,601
46.85302,-96.789585,901
46.885664,-96.747201,30300
46.859364,-96.89959,10205
46.821826,-96.813665,10307
46.871309,-96.745466,30400
46.842147,-96.727917,30109
46.866777,-96.912847,10201
46.868467,-96.765895,20300
46.868999,-96.907716,10201
46.869478,-96.810191,802
46.87031,-96.876533,10109
46.857575,-96.918016,10201
46.84249,-96.837949,10308
46.816627,-96.867514,40501
46.816632,-96.868073,40501
46.816636,-96.868493,40501
46.826987,-96.91419,40502
46.860992,-96.771431,20500
46.856752,-96.915366,10201
46.859441,-96.791498,901
46.815632,-96.851199,40504
46.82953,-96.825059,10303
46.792079,-96.804798,40505
46.920575,-96.914003,40800
46.860311,-96.897611,10205
46.887731,-96.755211,30300
46.895888,-96.786027,400
46.931489,-96.793622,204
46.871698,-96.814289,602
46.83616,-96.774108,20500
46.842268,-96.819822,10308
46.894877,-96.789573,400
46.843595,-96.720223,30109
46.840203,-96.762855,30108
46.860257,-96.810725,904
46.839147,-96.756417,30108
46.875073,-96.787848,700
46.916474,-96.790611,204
46.90586,-96.78113,100
46.852287,-96.835078,904
46.87273,-96.804642,802
46.820488,-96.803043,10307
46.838138,-96.771652,20500
46.907092,-96.786564,203
46.875034,-96.897263,10206
46.879085,-96.76567,20700
46.864659,-96.727554,30400
46.854656,-96.910552,10201
46.812412,-96.855863,40504
46.873228,-96.855119,10107
46.816123,-96.873968,40506
46.861883,-96.802272,802
46.825254,-96.917541,40502
46.87881,-96.730963,30300
46.815618,-96.875033,40506
46.879145,-96.898543,10206
46.800116,-96.812031,40505
46.865417,-96.802098,802
46.827321,-96.911486,40502
46.905196,-96.790228,204
46.827316,-96.910108,40502
46.823071,-96.921626,40502
46.932552,-96.74727,30106
46.921874,-96.778453,203
46.794175,-96.806089,40505
46.885242,-96.779693,501
46.832972,-96.815795,1003
46.862227,-96.800831,802
46.890302,-96.754643,30300
46.85943,-96.826619,903
46.842384,-96.737166,30109
46.884413,-96.749917,30300
46.872916,-96.890946,10206
46.870661,-96.810808,602
46.866561,-96.81283,802
46.811576,-96.83109,10303
46.855736,-96.766839,20400
46.855492,-96.83803,903
46.82681,-96.81177,10306
46.87172,-96.814889,602
46.866812,-96.898945,10206
46.840875,-96.740081,30109
46.838202,-96.769756,20500
46.868149,-96.802876,802
46.825723000000004,-96.859279,40504
46.821662,-96.921965,40502
46.840474,-96.807048,1004
46.838363,-96.763539,30108
46.860076,-96.88436,10205
46.817775,-96.921137,40507
46.860307,-96.791488,901
46.859089,-96.915214,10201
46.867007,-96.894296,10206
46.860956,-96.888293,10205
46.840443,-96.807966,1004
46.833755,-96.806779,1004
46.883568,-96.775487,501
46.852267,-96.872169,10111
46.83959,-96.728873,30109
46.880683,-96.757811,20700
46.866629,-96.79691,801
46.908476,-96.774541,100
46.85527,-96.822996,903
46.82235,-96.801496,10306
46.886545,-96.768934,20700
46.891229,-96.790288,400
46.922083,-96.780227,203
46.873016,-96.755485,20300
46.84988,-96.833672000000007,904
46.871464,-96.866986,10109
46.851276,-96.793977,901
46.873249,-96.802892,802
46.861233,-96.88844,10205
46.852186,-96.869425,10111
46.80049,-96.807339,40505
46.857291,-96.820847,903
46.86186,-96.769429,20500
46.848102,-96.82715,904
46.866214,-96.896559,10206
46.87987,-96.760633,20700
46.853851,-96.757094,20600
46.859075,-96.817019,904
46.870906,-96.816515,602
46.8564,-96.910534,10201
46.808564,-96.874753,40506
46.885591,-96.751307,30300
46.866289,-96.791397,801
46.832766,-96.747678,30110
46.841658,-96.82056,10308
46.832764,-96.748927,30110
46.832764,-96.748568,30110
46.862689,-96.786241,801
46.832765,-96.74828,30110
46.832765,-96.747993,30110
46.915788,-96.779137,100
46.897804,-96.790315,400
46.860603,-96.912759,10201
46.856005,-96.825495,903
46.881814,-96.762144,20700
46.815903,-96.91737,40507
46.800117,-96.811547,40505
46.881928,-96.749976,30300
46.866074,-96.803332,802
46.833757,-96.727826,30109
46.884692,-96.749032,30300
46.816826,-96.917512,40507
46.870311,-96.799575,802
46.84991,-96.870801,10111
46.849223,-96.773823,20500
46.899926,-96.765549,30106
46.870788,-96.87269,10109
46.856897,-96.917071000000007,10201
46.795751,-96.895256,40509
46.77776,-96.811991,40509
46.844475,-96.819382,1003
46.858874,-96.816226,904
46.835425,-96.751819,30108
46.857875,-96.805592,901
46.892539,-96.779046,100
46.792984,-96.81742,40505
46.867213,-96.893684,10206
46.834534,-96.813319,1003
46.842194,-96.732519,30109
46.895503,-96.787583,400
46.834557,-96.8538,40700
46.854278,-96.909227,10201
46.86437,-96.913303,10201
46.81322,-96.896794,40506
46.854453,-96.851541,10106
46.856549,-96.781748,901
46.865915,-96.87208,10109
46.825987,-96.857968,40504
46.969839,-96.841356,300
46.881204,-96.763886,20700
46.889188,-96.753448,30300
46.852688,-96.821406,904
46.85695,-96.833073,903
46.851565,-96.754322,20600
46.85176,-96.754801,20600
46.900241,-96.778053,100
46.858046,-96.760246,20600
46.863357,-96.763227,20400
46.84976,-96.876403,10110
46.920463,-96.779402,203
46.858125,-96.81472,904
46.801974,-96.809421,40505
46.907964,-96.781607,100
46.878877,-96.897306,10206
46.879235,-96.729538,30300
46.868187,-96.801615,802
46.919603,-96.782503,203
46.863474,-96.896418,10206
46.835574,-96.725292,30109
46.87407,-96.901509,10206
46.827204,-96.821957,10303
46.856066,-96.773966,20500
46.815827,-96.874936,40506
46.86424,-96.791457,801
46.856695,-96.8355,903
46.870783,-96.818986,602
46.847467,-96.794993,1004
46.854112,-96.803515,901
46.817173,-96.869431,40501
46.860306,-96.790889,901
46.874084,-96.902426,10206
46.886127,-96.784246,501
46.81871,-96.834998,10303
46.851428,-96.87297,10110
46.854525,-96.878015,10110
46.800244,-96.812783,40505
46.858115,-96.886176,10205
46.857315,-96.833274,903
46.83869,-96.725946,30109
46.852666,-96.869413,10111
46.851762,-96.878054,10110
46.911783,-96.778612,100
46.854131,-96.878725,10110
46.857555,-96.82651,903
46.837407,-96.760421,30108
46.864931,-96.81331,802
46.838572,-96.733427,30109
46.820005,-96.917776,40502
46.848868,-96.817454,904
46.852301,-96.809527,904
46.854052,-96.767374,20600
46.813521,-96.914994,40507
46.910446,-96.779456,100
46.863981,-96.802806,802
46.860651,-96.789406,901
46.902118,-96.774978,100
46.825432,-96.900076,40502
46.882928,-96.776664,501
46.843271,-96.831386,10308
46.836579,-96.758956,30108
46.868248,-96.885606,10206
46.864369,-96.896248,10206
46.799557,-96.810148,40505
46.89164,-96.791212,400
46.887571,-96.797719,502
46.853623,-96.908638,10201
46.829736,-96.86056,40504
46.824806,-96.856702,40504
46.911769,-96.776358,100
46.836089,-96.822177,10308
46.871511,-96.864398,10109
46.798718,-96.807228,40505
46.854541,-96.822069,903
46.852173,-96.878049,10110
46.859068,-96.760884,20600
46.893361,-96.785669,400
46.815659,-96.853325,40504
46.857468,-96.770564,20500
46.854858,-96.722655,30111
46.915465,-96.781586,203
46.854651,-96.909222,10201
46.813438,-96.869677,40501
46.889773,-96.779072,501
46.814518,-96.878274,40506
46.918373,-96.773099,100
46.85047,-96.820428,904
46.900402,-96.765402,30106
46.878006,-96.755437,30300
46.858247,-96.818819,904
46.872501,-96.80722,602
46.793414,-96.816017,40505
46.836579,-96.758752,30108
46.8265,-96.7978,10306
46.881654,-96.749878,30300
46.853338,-96.769973,20500
46.864006,-96.900979,10206
46.861747,-96.80084,802
46.905876,-96.785341,203
46.809474,-96.873733,40506
46.872847,-96.870798,10109
46.90848,-96.770313,100
46.870765,-96.90625,10206
46.808051,-96.873023,40506
46.871494,-96.758331,20300
46.862262,-96.796938,801
46.854104,-96.869344,10111
46.818057,-96.868926,40501
46.807134,-96.900462,40507
46.862486,-96.72978,30400
46.870957,-96.764357,20300
46.870128,-96.894393,10206
46.834214,-96.890275,40508
46.933069,-96.793841,204
46.853982,-96.871219,10111
46.913388,-96.785123,203
46.885254,-96.791949,501
46.81524,-96.874376,40506
46.884502,-96.78077,501
46.857693,-96.728572,30111
46.902936,-96.777728,100
46.849144,-96.836642,904
46.924869,-96.750008,30106
46.86758,-96.886088,10206
46.812289,-96.833563,10303
46.826909,-96.831623,10303
46.856003,-96.822145,903
46.89732,-96.771192,30106
46.891504,-96.791214,400
46.890944,-96.7821,100
46.856656,-96.915156,10201
46.880319,-96.781621,700
46.88344,-96.783601,501
46.855516,-96.772065,20500
46.870226,-96.745154,30400
46.819622,-96.830982,10303
46.879651,-96.756308,30300
46.867876,-96.793771,801
46.863982,-96.802237,802
46.820978,-96.815024,10307
46.864038,-96.916646,10201
46.838395,-96.762152,30108
46.838041,-96.761784,30108
46.897811,-96.786449,400
46.879538,-96.750002,30300
46.832791,-96.815805,1003
46.84928,-96.8203,904
46.859044,-96.785898,901
46.853855,-96.887681,10205
46.887717,-96.792074,501
46.830281,-96.795206,10306
46.824978,-96.921264,40502
46.816035,-96.87484,40506
46.838319,-96.76427,30108
46.813646,-96.920294,40507
46.895674,-96.785009,400
46.857297,-96.88964,10205
46.914931,-96.777148,100
46.889967,-96.755248,30300
46.852114,-96.802028,901
46.841128,-96.814658,1003
46.856698,-96.83726,903
46.843737,-96.724871,30109
46.824617,-96.812418,10306
46.813019,-96.827961,10303
46.854115,-96.789589,901
46.87895,-96.755412,30300
46.838867,-96.822879,10308
46.926829,-96.79349,204
46.912756,-96.77371,100
46.860096,-96.87835,10110
46.889252,-96.758025,20700
46.799956,-96.802415,40505
46.841457,-96.814675,1003
46.888449,-96.806593,502
46.793016,-96.814097,40505
46.86376,-96.75837,20400
46.872855,-96.871191,10109
46.852554,-96.765267,20600
46.858697,-96.797998,901
46.92644,-96.769087,100
46.835903,-96.716379,30109
46.873429,-96.870781,10109
46.881659,-96.728292,30300
46.838824,-96.796776,1004
46.992513,-96.751747,30107
46.887434,-96.797721,502
46.831947,-96.715659,30110
46.841246,-96.821179,10308
46.875142,-96.760752,20300
46.872211,-96.804453,802
46.809134,-96.857661,40504
46.833542,-96.726115,30109
46.830326,-96.812473,10306
46.800249,-96.813402,40505
46.858332,-96.773319,20500
46.890035,-96.811145,502
46.864272,-96.774667,20400
46.827818,-96.809942,10306
46.865207,-96.788503,801
46.839643,-96.755117,30108
46.823021,-96.916812,40502
46.886154,-96.782733,501
46.861834,-96.731271,30111
47.006100000000004,-96.753279,30107
46.864873,-96.889654,10206
46.864402,-96.817099,802
46.855441,-96.792418,901
46.828482,-96.824159,10303
46.860994,-96.910608,10201
46.819883,-96.805652,10307
46.802126,-96.917427,40507
46.919561,-96.779031,203
46.798689,-96.811925,40505
46.851923,-96.874468,10110
46.859091,-96.916509,10201
46.866247,-96.809391,802
46.90181,-96.781884,100
46.82053,-96.922237,40502
46.855503,-96.76689,20400
46.900602,-96.764507,30106
46.826859,-96.778242,20500
46.873896,-96.870216,10109
46.891772,-96.785705,400
46.838812,-96.806979,1004
46.796527,-96.813517,40505
46.934271,-96.793797,300
46.873423,-96.907489,10206
46.835892,-96.768732,20500
46.851691,-96.898693,10205
46.799038,-96.812058,40505
46.888536,-96.761425,20700
46.840915,-96.718,30109
46.861126,-96.72874,30111
46.856803,-96.754046,20600
46.815448,-96.918133,40507
46.85497,-96.900193,10205
46.7933,-96.817416,40505
46.906189,-96.787837,204
46.836306,-96.725938,30109
46.869468,-96.806635,802
46.816137,-96.878279,40506
46.824224,-96.851935,40504
46.839979,-96.814972,1003
46.837251,-96.811347,1003
46.857849,-96.724636,30111
46.851501,-96.836132,904
46.867306,-96.738752,30400
46.861126,-96.728541,30111
46.864026,-96.886476,10206
46.868194,-96.810406,802
46.872295,-96.864409,10109
46.882712,-96.762134,20700
46.890364,-96.904222,40800
46.863635,-96.780297,20500
46.8869,-96.753103,30300
46.862509,-96.721216,30400
46.883473,-96.782721,501
46.86855,-96.867955,10109
46.819335,-96.835465,10303
46.864219,-96.740156,30400
46.791732,-96.808025,40505
46.811627,-96.868732,40501
46.808174,-96.854579,40504
46.867629,-96.738156,30400
46.817648,-96.880847,40506
46.836003,-96.802126,1004
46.837232,-96.830575,10308
46.814978,-96.867151,40501
46.872038,-96.901324,10206
46.885542,-96.825024,601
46.869145,-96.772149,20300
46.854209,-96.892844,10205
46.856366,-96.720527,30111
46.883775,-96.750567,30300
46.829835,-96.769832,20500
46.888203,-96.754536,30300
46.830525,-96.76445,30110
46.899851,-96.781104,100
46.821771,-96.917193,40502
46.819909,-96.852916,40504
46.821028,-96.853048,40504
46.883934000000004,-96.778164,501
46.828272,-96.806123,10306
46.827865,-96.910182,40502
46.798687,-96.811757,40505
46.840235,-96.761837,30108
46.889189,-96.753044,30300
46.854034,-96.817909,904
46.830608,-96.74994,30110
46.873891,-96.878497,10109
46.859731,-96.812043,904
46.884387,-96.782085,501
46.921514,-96.779395,203
46.815907,-96.919818,40507
46.867483,-96.808811,802
46.857745,-96.798004,901
46.832112,-96.772503,20500
46.905857,-96.789031,204
46.883169,-96.748829,30300
46.877913,-96.760659,20700
46.94592,-96.778747,30106
46.854032,-96.81659,904
46.869925,-96.921856,10201
46.84199,-96.719372,30109
46.81413,-96.836889,10303
46.828569,-96.762467,30110
46.865019,-96.807446,802
46.898428,-96.784916,400
46.83722,-96.751842,30108
46.875923,-96.896356,10206
46.864064,-96.737602,30400
46.858301,-96.880431,10110
46.843935,-96.832581,10308
46.826265,-96.807557,10306
46.828877,-96.826472,10303
46.870154,-96.732609,30400
46.823234,-96.865826,40501
46.846477,-96.774609,20500
46.855747,-96.902796,10205
46.827792,-96.771726,20500
46.852873,-96.870727,10111
46.866089,-96.88797,10206
46.83417,-96.807859,1004
46.850865,-96.815365,904
46.890912,-96.788818,400
46.810826,-96.87526,40506
